EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
-3.0,2.0,4.0,5.0,10.0,18.0,8.0,6.0,1651068713380237.0
1.0,2.0,-1.0,-1.0,-2.0,0.0,0.0,3.0,1651068713380237.0
0.0,-1.0,-3.0,-20.0,-32.0,-26.0,-11.0,-6.0,1651068713381236.0
2.0,2.0,8.0,34.0,68.0,51.0,15.0,10.0,1651068713381236.0
2.0,2.0,3.0,12.0,17.0,25.0,10.0,4.0,1651068713382261.0
-3.0,-1.0,-1.0,-3.0,3.0,0.0,-3.0,-5.0,1651068713382261.0
-2.0,0.0,-3.0,-4.0,-6.0,-1.0,3.0,3.0,1651068713383274.0
-4.0,1.0,2.0,-12.0,-32.0,-25.0,-5.0,-4.0,1651068713383274.0
4.0,-2.0,-3.0,-3.0,-4.0,-10.0,-5.0,-1.0,1651068713403248.0
-1.0,-1.0,-2.0,3.0,6.0,5.0,1.0,-2.0,1651068713403248.0
-1.0,0.0,-1.0,2.0,-1.0,1.0,1.0,2.0,1651068713404232.0
-1.0,-2.0,-2.0,-5.0,-8.0,-5.0,0.0,0.0,1651068713404232.0
0.0,-2.0,-7.0,-2.0,3.0,-5.0,-4.0,-4.0,1651068713408250.0
0.0,0.0,3.0,-4.0,-12.0,-6.0,0.0,1.0,1651068713408250.0
0.0,0.0,1.0,4.0,8.0,6.0,2.0,2.0,1651068713424181.0
2.0,-1.0,-1.0,-3.0,-2.0,-2.0,-4.0,-4.0,1651068713424181.0
-2.0,-1.0,-1.0,-5.0,-8.0,-8.0,-2.0,-1.0,1651068713433192.0
0.0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1651068713433192.0
0.0,-2.0,2.0,5.0,10.0,7.0,0.0,-2.0,1651068713447162.0
0.0,-2.0,-4.0,-4.0,-6.0,-2.0,-1.0,-1.0,1651068713447162.0
1.0,1.0,4.0,-3.0,-10.0,-7.0,0.0,1.0,1651068713455225.0
0.0,-1.0,-2.0,-1.0,-1.0,0.0,1.0,1.0,1651068713455225.0
0.0,-3.0,-2.0,4.0,8.0,4.0,0.0,0.0,1651068713468271.0
-1.0,1.0,-2.0,-6.0,-11.0,-9.0,-1.0,-2.0,1651068713468271.0
1.0,1.0,-2.0,-3.0,-4.0,-3.0,-3.0,-2.0,1651068713514851.0
-4.0,-1.0,1.0,5.0,0.0,3.0,3.0,3.0,1651068713514851.0
-2.0,0.0,-2.0,-2.0,1.0,-1.0,-1.0,-2.0,1651068713515825.0
1.0,0.0,0.0,-3.0,-1.0,-4.0,-4.0,-4.0,1651068713515825.0
-1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1651068713516823.0
0.0,2.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,1651068713516823.0
2.0,-3.0,-2.0,-2.0,-3.0,-1.0,-3.0,-3.0,1651068713517845.0
-2.0,-1.0,-1.0,-1.0,-1.0,-2.0,2.0,2.0,1651068713517845.0
0.0,2.0,-2.0,-2.0,-3.0,1.0,2.0,1.0,1651068713520835.0
1.0,-1.0,-2.0,-2.0,0.0,-3.0,-4.0,-4.0,1651068713520835.0
-1.0,0.0,2.0,1.0,1.0,0.0,-1.0,1.0,1651068713529788.0
-1.0,-3.0,-6.0,1.0,0.0,1.0,2.0,0.0,1651068713529788.0
0.0,-2.0,0.0,-1.0,1.0,0.0,-3.0,-2.0,1651068713535799.0
1.0,-2.0,-4.0,-2.0,-1.0,-5.0,-2.0,-1.0,1651068713535799.0
-3.0,0.0,1.0,3.0,-1.0,0.0,-1.0,1.0,1651068713551234.0
0.0,3.0,0.0,1.0,1.0,-1.0,-2.0,-1.0,1651068713551234.0
-2.0,1.0,1.0,-2.0,0.0,0.0,-1.0,-3.0,1651068713558223.0
-1.0,-1.0,-1.0,-1.0,-4.0,-3.0,-1.0,0.0,1651068713558223.0
0.0,0.0,2.0,-1.0,-5.0,-2.0,1.0,0.0,1651068713582398.0
1.0,-2.0,-4.0,-3.0,-4.0,-3.0,-3.0,-2.0,1651068713582398.0
-1.0,-2.0,0.0,-2.0,-1.0,-2.0,1.0,-1.0,1651068713582398.0
-1.0,-2.0,0.0,1.0,-2.0,0.0,-1.0,-1.0,1651068713582398.0
0.0,-1.0,-2.0,0.0,9.0,3.0,0.0,0.0,1651068713596425.0
0.0,-2.0,2.0,1.0,0.0,-1.0,-2.0,-1.0,1651068713596425.0
0.0,-2.0,-1.0,0.0,-4.0,-2.0,0.0,1.0,1651068713597356.0
0.0,-1.0,2.0,-2.0,-2.0,1.0,0.0,1.0,1651068713597356.0
0.0,-1.0,-3.0,-1.0,-3.0,-4.0,-4.0,0.0,1651068713619434.0
-1.0,0.0,-1.0,0.0,-2.0,1.0,2.0,-1.0,1651068713619434.0
-1.0,-2.0,-4.0,1.0,7.0,4.0,-1.0,0.0,1651068713619434.0
0.0,0.0,4.0,0.0,1.0,-2.0,-2.0,-1.0,1651068713619434.0
-1.0,0.0,-2.0,-1.0,-1.0,-2.0,0.0,-2.0,1651068713641364.0
0.0,0.0,2.0,-2.0,-1.0,0.0,-3.0,0.0,1651068713641364.0
-1.0,-2.0,-3.0,-1.0,-3.0,-3.0,0.0,0.0,1651068713642295.0
0.0,1.0,-1.0,2.0,0.0,4.0,2.0,1.0,1651068713642295.0
-1.0,-1.0,-7.0,-2.0,-2.0,-1.0,0.0,0.0,1651068713656258.0
-1.0,0.0,3.0,0.0,-1.0,-1.0,1.0,0.0,1651068713656258.0
0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1651068713657255.0
0.0,-2.0,-1.0,0.0,2.0,-1.0,-1.0,-2.0,1651068713657255.0
0.0,0.0,-2.0,-1.0,-2.0,-1.0,-3.0,-2.0,1651068713679196.0
-2.0,-2.0,-2.0,-1.0,2.0,3.0,-1.0,3.0,1651068713679196.0
1.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,0.0,1651068713680204.0
0.0,-1.0,-3.0,-4.0,-2.0,-4.0,-1.0,-3.0,1651068713680204.0
-1.0,-1.0,1.0,0.0,-1.0,-1.0,2.0,2.0,1651068713701532.0
-2.0,2.0,7.0,3.0,-1.0,0.0,-1.0,0.0,1651068713701532.0
1.0,-2.0,-2.0,-3.0,-3.0,-4.0,-1.0,-2.0,1651068713702463.0
0.0,-1.0,-2.0,-4.0,-4.0,-1.0,-3.0,0.0,1651068713702463.0
-1.0,0.0,5.0,2.0,-2.0,2.0,4.0,0.0,1651068713716492.0
-1.0,0.0,-2.0,0.0,5.0,4.0,0.0,0.0,1651068713716492.0
-3.0,-4.0,-8.0,-1.0,1.0,-1.0,-3.0,-2.0,1651068713717423.0
-1.0,-1.0,0.0,0.0,-1.0,-2.0,-2.0,0.0,1651068713717423.0
-1.0,0.0,1.0,-2.0,-3.0,-1.0,-1.0,-1.0,1651068713739374.0
-1.0,-2.0,-4.0,-3.0,-7.0,-5.0,-5.0,-2.0,1651068713739374.0
-1.0,1.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,1651068713739374.0
0.0,-2.0,-4.0,-1.0,-1.0,-2.0,2.0,2.0,1651068713739374.0
0.0,-1.0,-2.0,-2.0,1.0,1.0,1.0,-1.0,1651068713761400.0
0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1651068713761400.0
2.0,0.0,3.0,-1.0,0.0,0.0,-2.0,-4.0,1651068713762340.0
-2.0,-3.0,1.0,0.0,1.0,0.0,-1.0,0.0,1651068713762340.0
