,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,0.0,-1.0,-1.0,2.0,3.0,1.0,-1.0,-2.0,1651093981572468.0,0
1,-1.0,1.0,2.0,-2.0,4.0,-2.0,-1.0,-1.0,1651093981572468.0,0
2,0.0,0.0,1.0,-6.0,14.0,-1.0,-1.0,0.0,1651093981572468.0,0
3,-1.0,0.0,0.0,3.0,-2.0,3.0,-1.0,0.0,1651093981572468.0,0
4,-2.0,-1.0,-1.0,0.0,6.0,-2.0,0.0,0.0,1651093981573468.0,0
5,-2.0,1.0,1.0,3.0,-15.0,4.0,1.0,0.0,1651093981573468.0,0
6,1.0,1.0,1.0,1.0,-5.0,-1.0,-1.0,0.0,1651093981574506.0,0
7,0.0,0.0,-4.0,-3.0,-3.0,-2.0,1.0,1.0,1651093981574506.0,0
8,1.0,1.0,6.0,-3.0,-2.0,-6.0,-2.0,-2.0,1651093981579493.0,0
9,1.0,-2.0,-4.0,0.0,-8.0,0.0,-2.0,-1.0,1651093981579493.0,0
10,0.0,0.0,-1.0,-2.0,-15.0,0.0,0.0,-1.0,1651093981585440.0,0
11,-1.0,-2.0,0.0,-2.0,-3.0,0.0,-2.0,-1.0,1651093981585440.0,0
12,1.0,-1.0,1.0,3.0,2.0,1.0,1.0,1.0,1651093981600453.0,0
13,-1.0,-1.0,-2.0,-2.0,9.0,-2.0,-1.0,-3.0,1651093981600453.0,0
14,0.0,-2.0,-2.0,0.0,-5.0,0.0,-1.0,-1.0,1651093981608816.0,0
15,-1.0,1.0,1.0,-2.0,-16.0,-4.0,1.0,-1.0,1651093981608816.0,0
16,-1.0,-1.0,-2.0,-8.0,2.0,1.0,-2.0,-1.0,1651093981623822.0,0
17,0.0,-1.0,0.0,1.0,3.0,1.0,2.0,1.0,1651093981623822.0,0
18,-3.0,-2.0,-1.0,7.0,-2.0,1.0,0.0,0.0,1651093981639150.0,0
19,-1.0,-1.0,-1.0,-1.0,4.0,-3.0,0.0,-2.0,1651093981639150.0,0
20,-2.0,-3.0,-4.0,-2.0,-13.0,-3.0,-1.0,1.0,1651093981677939.0,0
21,0.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,1651093981677939.0,0
22,-1.0,3.0,1.0,0.0,-2.0,2.0,-1.0,-1.0,1651093981678939.0,0
23,0.0,-3.0,-1.0,-2.0,-5.0,-4.0,-2.0,-1.0,1651093981678939.0,0
24,0.0,0.0,1.0,-2.0,-2.0,-4.0,-2.0,0.0,1651093981679969.0,0
25,-1.0,-2.0,-5.0,-2.0,-9.0,-1.0,-1.0,-3.0,1651093981679969.0,0
26,0.0,0.0,1.0,0.0,-13.0,1.0,1.0,-2.0,1651093981682960.0,0
27,-1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1651093981682960.0,0
28,-1.0,0.0,-2.0,1.0,-4.0,3.0,0.0,-2.0,1651093981689943.0,0
29,0.0,0.0,1.0,-1.0,11.0,-1.0,0.0,1.0,1651093981689943.0,0
30,0.0,1.0,0.0,-3.0,-1.0,-2.0,-1.0,-1.0,1651093981699041.0,0
31,-1.0,-2.0,-2.0,2.0,-2.0,1.0,-1.0,-1.0,1651093981699041.0,0
32,0.0,-1.0,-1.0,-2.0,1.0,-1.0,0.0,-1.0,1651093981705034.0,0
33,-1.0,-1.0,0.0,-1.0,-4.0,-4.0,-1.0,-1.0,1651093981705034.0,0
34,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1651093981720179.0,0
35,1.0,1.0,-1.0,0.0,19.0,3.0,2.0,0.0,1651093981720179.0,0
36,0.0,-1.0,-2.0,-2.0,-8.0,-3.0,-1.0,1.0,1651093981727666.0,0
37,0.0,0.0,1.0,3.0,10.0,0.0,-1.0,0.0,1651093981727666.0,0
38,-2.0,-4.0,-8.0,0.0,-1.0,0.0,-3.0,0.0,1651093981751590.0,0
39,0.0,0.0,4.0,0.0,-13.0,-3.0,0.0,0.0,1651093981751590.0,0
40,1.0,1.0,4.0,1.0,-7.0,2.0,1.0,0.0,1651093981752590.0,0
41,0.0,0.0,-3.0,-2.0,7.0,2.0,-1.0,-1.0,1651093981752590.0,0
42,-1.0,-1.0,-1.0,0.0,2.0,-3.0,-1.0,0.0,1651093981765913.0,0
43,-1.0,-1.0,-4.0,-1.0,-1.0,-4.0,-2.0,-1.0,1651093981765913.0,0
44,-1.0,-2.0,-1.0,-8.0,23.0,-3.0,-1.0,0.0,1651093981767747.0,0
45,-1.0,-1.0,1.0,5.0,-48.0,2.0,0.0,-1.0,1651093981767747.0,0
46,-2.0,0.0,1.0,3.0,-10.0,-2.0,-1.0,0.0,1651093981789086.0,0
47,0.0,0.0,-1.0,-1.0,24.0,-1.0,-1.0,-2.0,1651093981789086.0,0
48,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,-2.0,1651093981789922.0,0
49,1.0,-2.0,0.0,-5.0,-2.0,-2.0,-2.0,0.0,1651093981789922.0,0
50,1.0,-2.0,-1.0,-3.0,-5.0,-3.0,-2.0,0.0,1651093981811520.0,0
51,-2.0,0.0,0.0,0.0,-4.0,-2.0,-2.0,-1.0,1651093981811520.0,0
52,-1.0,1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,1651093981812355.0,0
53,-1.0,-2.0,-3.0,-1.0,2.0,-1.0,0.0,-2.0,1651093981812355.0,0
54,-2.0,-1.0,-3.0,0.0,-6.0,-1.0,1.0,-2.0,1651093981825715.0,0
