,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,-2.0,0.0,0.0,0.0,-7.0,-3.0,-2.0,0.0,1651094176604080.0,0
1,0.0,-3.0,1.0,-1.0,-19.0,-1.0,-2.0,-1.0,1651094176604080.0,0
2,-1.0,-2.0,-4.0,2.0,8.0,0.0,-1.0,0.0,1651094176604977.0,0
3,-1.0,-1.0,-1.0,-3.0,11.0,-3.0,-1.0,-1.0,1651094176604977.0,0
4,0.0,-1.0,0.0,0.0,-10.0,-1.0,0.0,-1.0,1651094176605950.0,0
5,-1.0,0.0,-2.0,-2.0,4.0,0.0,-1.0,-2.0,1651094176605950.0,0
6,0.0,1.0,-2.0,-3.0,-32.0,-4.0,-1.0,-1.0,1651094176606972.0,0
7,0.0,-4.0,-2.0,-1.0,3.0,-1.0,1.0,-1.0,1651094176606972.0,0
8,-2.0,-4.0,-4.0,-2.0,1.0,0.0,0.0,0.0,1651094176614949.0,0
9,0.0,1.0,-1.0,2.0,5.0,1.0,1.0,-1.0,1651094176614949.0,0
10,0.0,0.0,4.0,0.0,0.0,-3.0,-1.0,1.0,1651094176620927.0,0
11,1.0,2.0,-2.0,0.0,-17.0,-2.0,0.0,0.0,1651094176620927.0,0
12,2.0,-1.0,0.0,2.0,44.0,3.0,-1.0,-1.0,1651094176633479.0,0
13,-3.0,-5.0,-6.0,-5.0,-16.0,-5.0,-2.0,-1.0,1651094176633479.0,0
14,-2.0,-3.0,-1.0,-4.0,5.0,0.0,1.0,-2.0,1651094176646549.0,0
15,-2.0,1.0,-1.0,3.0,-10.0,0.0,-2.0,0.0,1651094176646549.0,0
16,0.0,1.0,-1.0,4.0,-23.0,0.0,1.0,1.0,1651094176651450.0,0
17,0.0,-1.0,-2.0,-1.0,49.0,0.0,0.0,2.0,1651094176651450.0,0
18,0.0,1.0,3.0,3.0,-25.0,2.0,3.0,1.0,1651094176676264.0,0
19,-1.0,-1.0,0.0,-3.0,-19.0,-1.0,1.0,-1.0,1651094176676264.0,0
20,-1.0,0.0,-1.0,-1.0,17.0,-1.0,1.0,-1.0,1651094176679102.0,0
21,0.0,0.0,1.0,3.0,9.0,0.0,-1.0,0.0,1651094176679102.0,0
22,-2.0,-1.0,-3.0,-3.0,-10.0,-2.0,-3.0,-1.0,1651094176690095.0,0
23,-2.0,-2.0,-3.0,-3.0,5.0,-1.0,1.0,-1.0,1651094176690095.0,0
24,0.0,2.0,2.0,0.0,0.0,2.0,-1.0,0.0,1651094176731829.0,0
25,0.0,2.0,2.0,-2.0,-11.0,-2.0,-1.0,-1.0,1651094176731829.0,0
26,0.0,-2.0,-2.0,-1.0,4.0,-3.0,-2.0,-1.0,1651094176735817.0,0
27,-1.0,-1.0,-2.0,3.0,-17.0,4.0,0.0,1.0,1651094176735817.0,0
28,0.0,-2.0,-2.0,-3.0,6.0,0.0,0.0,0.0,1651094176736690.0,0
29,0.0,1.0,0.0,4.0,13.0,1.0,0.0,-1.0,1651094176736690.0,0
30,-2.0,3.0,3.0,3.0,1.0,0.0,0.0,-2.0,1651094176736690.0,0
31,1.0,-1.0,-2.0,-1.0,-13.0,1.0,0.0,-2.0,1651094176736690.0,0
32,0.0,-3.0,-2.0,-3.0,-1.0,-2.0,-1.0,-1.0,1651094176740655.0,0
33,0.0,-1.0,-1.0,-1.0,-4.0,-1.0,-1.0,-1.0,1651094176740655.0,0
34,0.0,-1.0,-1.0,-2.0,0.0,2.0,-1.0,-1.0,1651094176755821.0,0
35,-1.0,1.0,2.0,3.0,1.0,1.0,0.0,-1.0,1651094176755821.0,0
36,-1.0,-1.0,1.0,-2.0,-1.0,-1.0,-1.0,0.0,1651094176765115.0,0
37,-1.0,-2.0,-4.0,-1.0,15.0,2.0,0.0,0.0,1651094176765115.0,0
38,-1.0,-1.0,-5.0,-2.0,-12.0,0.0,-1.0,0.0,1651094176771003.0,0
39,1.0,3.0,9.0,1.0,22.0,-1.0,-1.0,0.0,1651094176771003.0,0
40,1.0,0.0,-3.0,1.0,-12.0,-1.0,-1.0,-1.0,1651094176779203.0,0
41,0.0,-2.0,-1.0,-3.0,2.0,-4.0,0.0,-3.0,1651094176779203.0,0
42,-1.0,-4.0,-1.0,-3.0,-1.0,-4.0,0.0,-1.0,1651094176802404.0,0
43,-1.0,-2.0,-3.0,1.0,2.0,-1.0,-1.0,-2.0,1651094176802404.0,0
44,-3.0,2.0,1.0,2.0,5.0,2.0,-1.0,-2.0,1651094176802404.0,0
45,-1.0,-1.0,0.0,-5.0,-3.0,1.0,-1.0,1.0,1651094176802404.0,0
46,-3.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,1651094176816676.0,0
47,-1.0,0.0,-3.0,0.0,-8.0,0.0,-2.0,0.0,1651094176816676.0,0
48,-2.0,-2.0,-2.0,1.0,-20.0,-3.0,0.0,0.0,1651094176824983.0,0
49,0.0,0.0,-1.0,0.0,-7.0,-2.0,-2.0,-2.0,1651094176824983.0,0
50,1.0,0.0,3.0,1.0,7.0,0.0,-1.0,-1.0,1651094176848408.0,0
51,-1.0,1.0,0.0,-4.0,7.0,-2.0,1.0,0.0,1651094176848408.0,0
52,-1.0,-1.0,-1.0,0.0,-17.0,-5.0,-2.0,-1.0,1651094176848408.0,0
53,0.0,1.0,-5.0,-2.0,22.0,2.0,0.0,-1.0,1651094176848408.0,0
54,-1.0,1.0,1.0,1.0,9.0,4.0,0.0,0.0,1651094176862269.0,0
55,-1.0,-2.0,-4.0,-3.0,-12.0,-4.0,1.0,0.0,1651094176862269.0,0
56,0.0,1.0,3.0,-2.0,2.0,-2.0,0.0,0.0,1651094176862269.0,0
57,0.0,1.0,4.0,0.0,8.0,3.0,1.0,1.0,1651094176862269.0,0
58,1.0,2.0,-1.0,2.0,3.0,-3.0,-1.0,0.0,1651094176878045.0,0
59,1.0,-2.0,0.0,-3.0,15.0,-3.0,1.0,-1.0,1651094176878045.0,0
60,0.0,-1.0,-2.0,5.0,-2.0,3.0,1.0,0.0,1651094176885191.0,0
61,-1.0,-1.0,1.0,1.0,-10.0,-2.0,-1.0,0.0,1651094176885191.0,0
62,0.0,-1.0,0.0,-1.0,3.0,1.0,-2.0,-2.0,1651094176899508.0,0
63,0.0,0.0,-4.0,-5.0,0.0,-2.0,-2.0,-1.0,1651094176899508.0,0
64,-2.0,1.0,-3.0,-3.0,-11.0,1.0,-1.0,-1.0,1651094176900344.0,0
65,0.0,0.0,2.0,-1.0,-5.0,-1.0,1.0,0.0,1651094176900344.0,0
66,-1.0,0.0,-1.0,2.0,10.0,2.0,2.0,1.0,1651094176922166.0,0
67,-2.0,-2.0,-1.0,-2.0,-7.0,-3.0,-1.0,-1.0,1651094176922166.0,0
68,0.0,-2.0,-1.0,-2.0,14.0,-1.0,-1.0,0.0,1651094176922166.0,0
69,0.0,-1.0,-1.0,0.0,-34.0,-4.0,-1.0,-1.0,1651094176922166.0,0
70,0.0,0.0,-1.0,-3.0,1.0,-3.0,-1.0,-1.0,1651094176936456.0,0
71,-1.0,1.0,-5.0,1.0,8.0,0.0,-1.0,-2.0,1651094176936456.0,0
72,0.0,3.0,6.0,-2.0,-10.0,-1.0,-1.0,0.0,1651094176944599.0,0
73,-1.0,-3.0,-2.0,0.0,39.0,0.0,-3.0,-2.0,1651094176944599.0,0
74,1.0,-1.0,1.0,2.0,-17.0,4.0,-1.0,2.0,1651094176959810.0,0
75,0.0,1.0,-1.0,2.0,17.0,1.0,-1.0,0.0,1651094176959810.0,0
76,0.0,-1.0,-3.0,-6.0,25.0,-1.0,0.0,-2.0,1651094176959810.0,0
77,-3.0,-1.0,-1.0,3.0,-17.0,-1.0,0.0,0.0,1651094176959810.0,0
78,0.0,-1.0,-1.0,0.0,-6.0,-2.0,-1.0,-2.0,1651094176982851.0,0
79,-1.0,-1.0,0.0,0.0,-11.0,0.0,0.0,0.0,1651094176982851.0,0
80,-1.0,0.0,1.0,3.0,-25.0,1.0,1.0,0.0,1651094176982851.0,0
81,0.0,-1.0,-2.0,-2.0,6.0,1.0,-1.0,-1.0,1651094176982851.0,0
82,-2.0,-1.0,-3.0,-2.0,-5.0,-1.0,-2.0,-3.0,1651094176996917.0,0
83,1.0,-1.0,0.0,0.0,-6.0,-2.0,0.0,-1.0,1651094176996917.0,0
84,-1.0,1.0,-1.0,-3.0,4.0,-1.0,-1.0,-2.0,1651094177003974.0,0
85,0.0,0.0,0.0,5.0,18.0,4.0,1.0,1.0,1651094177003974.0,0
86,0.0,-4.0,-5.0,0.0,8.0,1.0,1.0,1.0,1651094177019279.0,0
87,-1.0,1.0,3.0,-4.0,-19.0,-2.0,-1.0,-2.0,1651094177019279.0,0
88,0.0,1.0,-1.0,0.0,9.0,-2.0,-1.0,-1.0,1651094177020278.0,0
