,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,0.0,0.0,0.0,-1.0,-5.0,-11.0,0.0,-1.0,1651094073114161.0,0
1,-2.0,-2.0,-1.0,-4.0,5.0,2.0,-2.0,-1.0,1651094073114161.0,0
2,0.0,0.0,-1.0,1.0,0.0,3.0,2.0,1.0,1651094073114161.0,0
3,-1.0,1.0,5.0,-1.0,-8.0,0.0,-1.0,-1.0,1651094073114161.0,0
4,0.0,-1.0,-6.0,0.0,2.0,0.0,0.0,0.0,1651094073124067.0,0
5,0.0,-1.0,2.0,0.0,8.0,3.0,0.0,-1.0,1651094073124067.0,0
6,0.0,-2.0,-3.0,-6.0,3.0,-1.0,-2.0,0.0,1651094073125037.0,0
7,1.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,1651094073125037.0,0
8,-1.0,0.0,-1.0,2.0,-7.0,-5.0,-2.0,-1.0,1651094073128054.0,0
9,-1.0,1.0,-2.0,-1.0,-6.0,-30.0,-1.0,-1.0,1651094073128054.0,0
10,-1.0,-1.0,3.0,-1.0,-1.0,44.0,2.0,1.0,1651094073130022.0,0
11,-1.0,-2.0,-1.0,-4.0,-1.0,0.0,-2.0,0.0,1651094073130022.0,0
12,1.0,1.0,0.0,-1.0,7.0,4.0,0.0,-1.0,1651094073145238.0,0
13,0.0,2.0,0.0,-1.0,-5.0,-12.0,-1.0,1.0,1651094073145238.0,0
14,1.0,1.0,2.0,2.0,-2.0,-15.0,-3.0,0.0,1651094073152201.0,0
15,0.0,-2.0,-1.0,0.0,4.0,0.0,-1.0,-1.0,1651094073152201.0,0
16,-1.0,-2.0,1.0,-1.0,-12.0,-1.0,1.0,-2.0,1651094073171184.0,0
17,-1.0,-2.0,-2.0,-2.0,5.0,19.0,-2.0,-1.0,1651094073171184.0,0
18,-1.0,-2.0,-5.0,1.0,1.0,-11.0,-1.0,-2.0,1651094073184853.0,0
19,-2.0,1.0,3.0,2.0,3.0,3.0,-1.0,-2.0,1651094073184853.0,0
20,-1.0,2.0,11.0,-1.0,-9.0,-6.0,0.0,1.0,1651094073190844.0,0
21,1.0,0.0,-6.0,-6.0,-7.0,2.0,0.0,-1.0,1651094073190844.0,0
22,0.0,-2.0,-4.0,1.0,13.0,6.0,-1.0,-1.0,1651094073204988.0,0
23,-1.0,-3.0,-5.0,1.0,4.0,-15.0,-2.0,0.0,1651094073204988.0,0
24,-1.0,0.0,0.0,0.0,1.0,-4.0,0.0,0.0,1651094073239124.0,0
25,-2.0,-1.0,1.0,-2.0,-6.0,8.0,1.0,0.0,1651094073239124.0,0
26,0.0,0.0,1.0,0.0,6.0,5.0,-1.0,0.0,1651094073244075.0,0
27,1.0,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,-1.0,1651094073244075.0,0
28,0.0,1.0,1.0,1.0,-4.0,-3.0,0.0,-1.0,1651094073244075.0,0
29,0.0,-1.0,0.0,0.0,-2.0,-14.0,-1.0,0.0,1651094073244075.0,0
30,-1.0,-4.0,-4.0,-2.0,7.0,8.0,1.0,0.0,1651094073250026.0,0
31,0.0,1.0,2.0,1.0,-29.0,1.0,2.0,0.0,1651094073250026.0,0
32,0.0,0.0,4.0,-1.0,-2.0,-2.0,0.0,0.0,1651094073251027.0,0
33,1.0,-1.0,-3.0,-4.0,4.0,-8.0,-2.0,-1.0,1651094073251027.0,0
34,-1.0,2.0,0.0,3.0,-5.0,-5.0,-2.0,-1.0,1651094073265150.0,0
35,-2.0,-1.0,-3.0,-1.0,6.0,-1.0,-2.0,-2.0,1651094073265150.0,0
36,-1.0,-1.0,-2.0,2.0,1.0,5.0,-1.0,-2.0,1651094073279811.0,0
37,2.0,0.0,0.0,1.0,7.0,8.0,0.0,1.0,1651094073279811.0,0
38,1.0,0.0,1.0,-4.0,-4.0,-5.0,-1.0,0.0,1651094073288658.0,0
39,-2.0,-1.0,-3.0,-2.0,1.0,-9.0,-1.0,-3.0,1651094073288658.0,0
40,-1.0,-1.0,-2.0,-2.0,-9.0,3.0,-2.0,0.0,1651094073294828.0,0
41,1.0,0.0,-3.0,-1.0,14.0,-6.0,-1.0,0.0,1651094073294828.0,0
42,-2.0,-3.0,-1.0,0.0,-5.0,1.0,-1.0,-1.0,1651094073310341.0,0
43,0.0,-2.0,-3.0,-2.0,2.0,-5.0,0.0,-1.0,1651094073310341.0,0
44,0.0,-1.0,-2.0,-2.0,5.0,-12.0,-1.0,0.0,1651094073310341.0,0
45,-1.0,0.0,2.0,2.0,-29.0,-3.0,-2.0,-2.0,1651094073310341.0,0
46,0.0,1.0,2.0,0.0,-2.0,25.0,-2.0,0.0,1651094073340772.0,0
47,0.0,1.0,1.0,-1.0,0.0,3.0,1.0,1.0,1651094073340772.0,0
48,0.0,-4.0,-7.0,-5.0,11.0,-2.0,-1.0,-1.0,1651094073341656.0,0
49,-1.0,1.0,4.0,1.0,-1.0,-9.0,0.0,0.0,1651094073341656.0,0
50,-1.0,1.0,2.0,0.0,-3.0,-10.0,0.0,-1.0,1651094073346610.0,0
51,-1.0,-1.0,1.0,-1.0,4.0,5.0,0.0,0.0,1651094073346610.0,0
52,0.0,-1.0,0.0,-1.0,-2.0,3.0,1.0,-1.0,1651094073355911.0,0
53,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1651094073355911.0,0
54,0.0,-1.0,-2.0,-1.0,-6.0,-11.0,-3.0,0.0,1651094073370043.0,0
55,2.0,-2.0,-1.0,-3.0,-1.0,-4.0,-3.0,0.0,1651094073370043.0,0
56,-2.0,0.0,-2.0,1.0,5.0,0.0,-1.0,1.0,1651094073370913.0,0
57,-3.0,0.0,-2.0,-2.0,0.0,5.0,0.0,1.0,1651094073370913.0,0
58,-1.0,1.0,1.0,0.0,0.0,-2.0,1.0,0.0,1651094073393618.0,0
59,1.0,2.0,1.0,0.0,-5.0,-11.0,-1.0,0.0,1651094073393618.0,0
60,-1.0,1.0,8.0,0.0,-1.0,10.0,0.0,0.0,1651094073394030.0,0
61,-1.0,-5.0,-8.0,-1.0,5.0,-9.0,-2.0,-2.0,1651094073394030.0,0
62,-1.0,-1.0,-2.0,-5.0,-22.0,10.0,1.0,0.0,1651094073407405.0,0
63,-1.0,-1.0,1.0,4.0,5.0,-2.0,0.0,0.0,1651094073407405.0,0
64,1.0,1.0,0.0,2.0,-6.0,-11.0,-2.0,-1.0,1651094073415384.0,0
65,-1.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,1651094073415384.0,0
66,-1.0,-2.0,-4.0,-1.0,17.0,-16.0,-1.0,0.0,1651094073429546.0,0
67,0.0,0.0,0.0,1.0,12.0,18.0,1.0,0.0,1651094073429546.0,0
68,-1.0,2.0,0.0,0.0,-17.0,-5.0,-1.0,0.0,1651094073430543.0,0
69,-1.0,-1.0,-1.0,-4.0,-16.0,-5.0,-1.0,-1.0,1651094073430543.0,0
70,0.0,-1.0,0.0,-1.0,0.0,-5.0,-1.0,-2.0,1651094073452848.0,0
71,-1.0,-2.0,-1.0,-1.0,14.0,2.0,0.0,0.0,1651094073452848.0,0
72,0.0,-3.0,-1.0,-2.0,3.0,-5.0,-2.0,0.0,1651094073452848.0,0
73,-1.0,-1.0,-2.0,0.0,2.0,4.0,0.0,-1.0,1651094073452848.0,0
74,0.0,-1.0,1.0,0.0,-3.0,8.0,3.0,-1.0,1651094073466802.0,0
75,0.0,0.0,1.0,-3.0,-3.0,-1.0,-1.0,1.0,1651094073466802.0,0
76,-1.0,-2.0,-8.0,-2.0,4.0,5.0,-1.0,-1.0,1651094073475133.0,0
77,0.0,1.0,8.0,2.0,1.0,4.0,0.0,0.0,1651094073475133.0,0
78,0.0,-2.0,0.0,3.0,7.0,-4.0,-3.0,-1.0,1651094073490333.0,0
79,-2.0,0.0,-2.0,0.0,-8.0,-10.0,-1.0,1.0,1651094073490333.0,0
80,-1.0,0.0,-3.0,-2.0,5.0,-3.0,-2.0,-3.0,1651094073490333.0,0
81,0.0,0.0,-3.0,-4.0,-3.0,-5.0,-2.0,-1.0,1651094073490333.0,0
82,-1.0,0.0,6.0,2.0,7.0,7.0,2.0,1.0,1651094073512844.0,0
83,1.0,-1.0,-4.0,2.0,3.0,0.0,0.0,0.0,1651094073512844.0,0
84,-2.0,-3.0,-2.0,0.0,-4.0,0.0,2.0,0.0,1651094073512844.0,0
85,0.0,0.0,-1.0,1.0,-2.0,-2.0,0.0,0.0,1651094073512844.0,0
86,1.0,0.0,-1.0,-3.0,-2.0,-14.0,-1.0,0.0,1651094073535894.0,0
87,0.0,-1.0,1.0,-2.0,-1.0,1.0,-1.0,-1.0,1651094073535894.0,0
88,1.0,1.0,2.0,1.0,-1.0,11.0,0.0,-1.0,1651094073535894.0,0
89,0.0,-1.0,0.0,-4.0,-1.0,2.0,-1.0,-1.0,1651094073535894.0,0
90,0.0,-1.0,-1.0,3.0,-4.0,-11.0,-1.0,-2.0,1651094073550009.0,0
91,-1.0,1.0,1.0,0.0,-18.0,4.0,1.0,-1.0,1651094073550009.0,0
92,-1.0,-2.0,1.0,1.0,3.0,-5.0,0.0,-1.0,1651094073550913.0,0
93,-1.0,-1.0,-3.0,0.0,0.0,11.0,-1.0,-1.0,1651094073550913.0,0
94,0.0,3.0,1.0,-5.0,2.0,1.0,1.0,1.0,1651094073572995.0,0
95,-1.0,0.0,1.0,-1.0,0.0,-6.0,-1.0,-1.0,1651094073572995.0,0
96,0.0,-1.0,1.0,-1.0,-5.0,-7.0,-1.0,0.0,1651094073572995.0,0
97,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-2.0,1651094073572995.0,0
98,-2.0,-2.0,-3.0,-1.0,4.0,-1.0,-3.0,-2.0,1651094073595144.0,0
99,0.0,0.0,-2.0,0.0,4.0,3.0,1.0,-1.0,1651094073595144.0,0
100,1.0,-2.0,0.0,-1.0,4.0,-3.0,-2.0,0.0,1651094073596140.0,0
101,0.0,0.0,0.0,-2.0,4.0,-2.0,0.0,0.0,1651094073596140.0,0
102,-1.0,-1.0,2.0,0.0,-4.0,0.0,-1.0,-2.0,1651094073610452.0,0
103,-1.0,1.0,-3.0,-4.0,-1.0,-5.0,-1.0,-1.0,1651094073610452.0,0
104,1.0,-1.0,-3.0,0.0,0.0,5.0,0.0,1.0,1651094073610452.0,0
105,-1.0,-1.0,-1.0,1.0,7.0,-1.0,-1.0,0.0,1651094073610452.0,0
106,-1.0,-3.0,0.0,1.0,-1.0,-5.0,-1.0,-1.0,1651094073632670.0,0
107,0.0,-1.0,1.0,0.0,4.0,17.0,0.0,-1.0,1651094073632670.0,0
108,0.0,1.0,-1.0,0.0,-12.0,-11.0,-3.0,1.0,1651094073633532.0,0
109,-2.0,2.0,5.0,-1.0,-5.0,0.0,-1.0,-1.0,1651094073633532.0,0
110,0.0,-2.0,-6.0,-5.0,-1.0,6.0,0.0,1.0,1651094073656142.0,0
111,-1.0,-1.0,-1.0,-3.0,4.0,-15.0,-2.0,0.0,1651094073656142.0,0
112,-1.0,-2.0,-3.0,0.0,8.0,4.0,0.0,0.0,1651094073656142.0,0
113,1.0,2.0,0.0,2.0,-12.0,-5.0,0.0,1.0,1651094073656142.0,0
114,-1.0,0.0,0.0,0.0,-11.0,-2.0,-2.0,1.0,1651094073670323.0,0
115,-1.0,-3.0,-1.0,-1.0,2.0,0.0,-1.0,1.0,1651094073670323.0,0
116,-1.0,1.0,1.0,-4.0,2.0,5.0,0.0,-2.0,1651094073670323.0,0
117,-1.0,0.0,-1.0,0.0,-6.0,-10.0,-1.0,1.0,1651094073670323.0,0
118,1.0,-2.0,-1.0,0.0,4.0,-3.0,0.0,-2.0,1651094073693188.0,0
119,0.0,0.0,-1.0,1.0,2.0,3.0,0.0,0.0,1651094073693188.0,0
120,-1.0,0.0,2.0,-1.0,-23.0,13.0,-1.0,-2.0,1651094073693188.0,0
121,1.0,2.0,1.0,-2.0,5.0,5.0,2.0,0.0,1651094073693188.0,0
122,-1.0,0.0,-5.0,0.0,5.0,-5.0,-2.0,-1.0,1651094073715610.0,0
123,-1.0,-2.0,-3.0,-2.0,-7.0,-4.0,-2.0,-1.0,1651094073715610.0,0
124,-1.0,0.0,6.0,0.0,6.0,-2.0,-1.0,-1.0,1651094073716448.0,0
125,0.0,-1.0,-1.0,-2.0,1.0,-2.0,-2.0,-1.0,1651094073716448.0,0
126,-1.0,0.0,1.0,0.0,7.0,10.0,1.0,1.0,1651094073730539.0,0
127,-1.0,-1.0,-1.0,-1.0,-14.0,-6.0,-1.0,-2.0,1651094073730539.0,0
128,0.0,-1.0,0.0,1.0,14.0,1.0,1.0,2.0,1651094073730539.0,0
129,-3.0,-2.0,-1.0,3.0,5.0,8.0,-2.0,0.0,1651094073730539.0,0
130,0.0,0.0,0.0,1.0,-4.0,-16.0,1.0,-1.0,1651094073752581.0,0
131,0.0,3.0,1.0,-2.0,4.0,1.0,0.0,-1.0,1651094073752581.0,0
132,1.0,-2.0,-3.0,0.0,-7.0,-4.0,0.0,0.0,1651094073753578.0,0
133,-1.0,-2.0,-1.0,-2.0,-3.0,1.0,-1.0,-2.0,1651094073753578.0,0
134,0.0,-1.0,-2.0,1.0,0.0,8.0,1.0,1.0,1651094073776071.0,0
135,1.0,-2.0,-3.0,0.0,-4.0,-14.0,-1.0,0.0,1651094073776071.0,0
136,0.0,4.0,8.0,0.0,3.0,14.0,1.0,-1.0,1651094073776071.0,0
137,0.0,-2.0,-2.0,-4.0,0.0,-2.0,0.0,-1.0,1651094073776071.0,0
138,-3.0,-1.0,-2.0,-2.0,-1.0,12.0,0.0,-1.0,1651094073790340.0,0
139,1.0,0.0,0.0,1.0,-11.0,-6.0,0.0,-1.0,1651094073790340.0,0
140,-1.0,-1.0,-2.0,0.0,2.0,-6.0,-1.0,-1.0,1651094073790340.0,0
141,-2.0,-1.0,-3.0,0.0,11.0,-1.0,0.0,1.0,1651094073790340.0,0
142,1.0,0.0,1.0,0.0,-8.0,0.0,0.0,-1.0,1651094073812813.0,0
143,-2.0,-1.0,1.0,2.0,13.0,16.0,1.0,0.0,1651094073812813.0,0
144,-2.0,-3.0,-2.0,-1.0,-9.0,-6.0,-1.0,-2.0,1651094073812813.0,0
145,0.0,0.0,-3.0,0.0,-4.0,11.0,1.0,-1.0,1651094073812813.0,0
146,-1.0,-2.0,-4.0,-3.0,4.0,-3.0,-3.0,0.0,1651094073835842.0,0
147,0.0,0.0,0.0,2.0,-4.0,-1.0,-2.0,-1.0,1651094073835842.0,0
148,0.0,-1.0,-2.0,0.0,0.0,-7.0,0.0,-1.0,1651094073835842.0,0
149,-1.0,-2.0,0.0,-1.0,-7.0,5.0,-2.0,-1.0,1651094073835842.0,0
150,0.0,0.0,-2.0,-3.0,6.0,-11.0,-2.0,0.0,1651094073850960.0,0
151,1.0,4.0,7.0,0.0,1.0,-4.0,-3.0,0.0,1651094073850960.0,0
152,0.0,-1.0,-1.0,0.0,0.0,-11.0,-2.0,1.0,1651094073850960.0,0
153,0.0,-3.0,-3.0,0.0,-2.0,6.0,-2.0,-1.0,1651094073850960.0,0
154,1.0,-2.0,-2.0,2.0,-5.0,30.0,2.0,-1.0,1651094073873094.0,0
155,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,0.0,-1.0,1651094073873094.0,0
156,-1.0,1.0,0.0,1.0,-2.0,0.0,1.0,0.0,1651094073873094.0,0
157,0.0,0.0,2.0,-1.0,2.0,-9.0,-3.0,-1.0,1651094073873094.0,0
158,-1.0,-1.0,-1.0,-1.0,-17.0,-11.0,-1.0,-1.0,1651094073903672.0,0
159,-1.0,-1.0,0.0,1.0,20.0,-5.0,-1.0,-2.0,1651094073903672.0,0
160,0.0,-1.0,-1.0,-1.0,-6.0,31.0,0.0,0.0,1651094073903672.0,0
161,1.0,-1.0,0.0,-2.0,0.0,-6.0,0.0,-2.0,1651094073903672.0,0
162,0.0,0.0,2.0,2.0,1.0,-9.0,0.0,0.0,1651094073909528.0,0
163,-2.0,0.0,2.0,1.0,-11.0,11.0,-1.0,-1.0,1651094073909528.0,0
164,-1.0,-3.0,-6.0,-2.0,4.0,-5.0,-1.0,0.0,1651094073910525.0,0
165,-1.0,2.0,-2.0,-3.0,-1.0,-8.0,1.0,-1.0,1651094073910525.0,0
166,-1.0,0.0,-1.0,-2.0,3.0,-11.0,0.0,0.0,1651094073932775.0,0
167,1.0,1.0,-3.0,0.0,7.0,7.0,0.0,1.0,1651094073932775.0,0
168,0.0,-3.0,1.0,1.0,-1.0,-7.0,-2.0,0.0,1651094073932775.0,0
169,-1.0,1.0,2.0,2.0,-1.0,2.0,-1.0,2.0,1651094073932775.0,0
170,-2.0,-1.0,0.0,-1.0,9.0,3.0,0.0,-1.0,1651094073956253.0,0
171,-1.0,-3.0,-4.0,-1.0,-2.0,-11.0,0.0,1.0,1651094073956253.0,0
172,0.0,0.0,-1.0,-2.0,1.0,17.0,1.0,-1.0,1651094073956253.0,0
173,0.0,-1.0,-1.0,0.0,-1.0,-3.0,-1.0,0.0,1651094073956253.0,0
174,0.0,2.0,2.0,2.0,11.0,2.0,-1.0,-1.0,1651094073970370.0,0
175,0.0,-3.0,1.0,-4.0,-10.0,-4.0,-1.0,0.0,1651094073970370.0,0
176,-1.0,0.0,-2.0,1.0,-2.0,-8.0,-1.0,-2.0,1651094073970370.0,0
177,0.0,0.0,2.0,3.0,2.0,2.0,0.0,-1.0,1651094073970370.0,0
178,-1.0,-2.0,-1.0,-3.0,3.0,-10.0,0.0,0.0,1651094073992450.0,0
179,1.0,-1.0,-3.0,1.0,6.0,20.0,0.0,-1.0,1651094073992450.0,0
180,-1.0,2.0,0.0,-3.0,-7.0,-6.0,0.0,1.0,1651094073993482.0,0
181,0.0,0.0,2.0,0.0,12.0,4.0,1.0,1.0,1651094073993482.0,0
182,0.0,-1.0,-3.0,1.0,-10.0,-7.0,-1.0,0.0,1651094074014880.0,0
183,-1.0,-2.0,-5.0,-3.0,-10.0,0.0,-1.0,-2.0,1651094074014880.0,0
184,-1.0,-2.0,-4.0,-1.0,2.0,-10.0,-2.0,-1.0,1651094074022859.0,0
185,-1.0,-1.0,-1.0,1.0,1.0,4.0,-1.0,-1.0,1651094074022859.0,0
186,1.0,1.0,3.0,0.0,0.0,9.0,1.0,2.0,1651094074030833.0,0
187,0.0,1.0,2.0,0.0,-1.0,-9.0,0.0,0.0,1651094074030833.0,0
188,-2.0,-2.0,0.0,1.0,2.0,-3.0,-1.0,0.0,1651094074030833.0,0
189,-1.0,-2.0,-4.0,-4.0,-2.0,1.0,-2.0,0.0,1651094074030833.0,0
190,-1.0,-2.0,-1.0,-1.0,2.0,-7.0,-2.0,-1.0,1651094074053375.0,0
191,-1.0,-1.0,-2.0,2.0,9.0,-10.0,0.0,1.0,1651094074053375.0,0
192,0.0,1.0,1.0,2.0,-1.0,-1.0,0.0,-1.0,1651094074053375.0,0
193,-1.0,-1.0,-4.0,0.0,-12.0,-17.0,-1.0,-1.0,1651094074053375.0,0
194,0.0,1.0,5.0,-1.0,-1.0,40.0,0.0,-1.0,1651094074076356.0,0
195,-2.0,-3.0,-1.0,-5.0,-6.0,-8.0,-1.0,-1.0,1651094074076356.0,0
196,1.0,2.0,3.0,-1.0,10.0,-3.0,0.0,-1.0,1651094074076356.0,0
