EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
0.0,0.0,0.0,-1.0,-5.0,-11.0,0.0,-1.0,1651094073114161.0
-2.0,-2.0,-1.0,-4.0,5.0,2.0,-2.0,-1.0,1651094073114161.0
0.0,0.0,-1.0,1.0,0.0,3.0,2.0,1.0,1651094073114161.0
-1.0,1.0,5.0,-1.0,-8.0,0.0,-1.0,-1.0,1651094073114161.0
0.0,-1.0,-6.0,0.0,2.0,0.0,0.0,0.0,1651094073124067.0
0.0,-1.0,2.0,0.0,8.0,3.0,0.0,-1.0,1651094073124067.0
0.0,-2.0,-3.0,-6.0,3.0,-1.0,-2.0,0.0,1651094073125037.0
1.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,1651094073125037.0
-1.0,0.0,-1.0,2.0,-7.0,-5.0,-2.0,-1.0,1651094073128054.0
-1.0,1.0,-2.0,-1.0,-6.0,-30.0,-1.0,-1.0,1651094073128054.0
-1.0,-1.0,3.0,-1.0,-1.0,44.0,2.0,1.0,1651094073130022.0
-1.0,-2.0,-1.0,-4.0,-1.0,0.0,-2.0,0.0,1651094073130022.0
1.0,1.0,0.0,-1.0,7.0,4.0,0.0,-1.0,1651094073145238.0
0.0,2.0,0.0,-1.0,-5.0,-12.0,-1.0,1.0,1651094073145238.0
1.0,1.0,2.0,2.0,-2.0,-15.0,-3.0,0.0,1651094073152201.0
0.0,-2.0,-1.0,0.0,4.0,0.0,-1.0,-1.0,1651094073152201.0
-1.0,-2.0,1.0,-1.0,-12.0,-1.0,1.0,-2.0,1651094073171184.0
-1.0,-2.0,-2.0,-2.0,5.0,19.0,-2.0,-1.0,1651094073171184.0
-1.0,-2.0,-5.0,1.0,1.0,-11.0,-1.0,-2.0,1651094073184853.0
-2.0,1.0,3.0,2.0,3.0,3.0,-1.0,-2.0,1651094073184853.0
-1.0,2.0,11.0,-1.0,-9.0,-6.0,0.0,1.0,1651094073190844.0
1.0,0.0,-6.0,-6.0,-7.0,2.0,0.0,-1.0,1651094073190844.0
0.0,-2.0,-4.0,1.0,13.0,6.0,-1.0,-1.0,1651094073204988.0
-1.0,-3.0,-5.0,1.0,4.0,-15.0,-2.0,0.0,1651094073204988.0
-1.0,0.0,0.0,0.0,1.0,-4.0,0.0,0.0,1651094073239124.0
-2.0,-1.0,1.0,-2.0,-6.0,8.0,1.0,0.0,1651094073239124.0
0.0,0.0,1.0,0.0,6.0,5.0,-1.0,0.0,1651094073244075.0
1.0,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,-1.0,1651094073244075.0
0.0,1.0,1.0,1.0,-4.0,-3.0,0.0,-1.0,1651094073244075.0
0.0,-1.0,0.0,0.0,-2.0,-14.0,-1.0,0.0,1651094073244075.0
-1.0,-4.0,-4.0,-2.0,7.0,8.0,1.0,0.0,1651094073250026.0
0.0,1.0,2.0,1.0,-29.0,1.0,2.0,0.0,1651094073250026.0
0.0,0.0,4.0,-1.0,-2.0,-2.0,0.0,0.0,1651094073251027.0
1.0,-1.0,-3.0,-4.0,4.0,-8.0,-2.0,-1.0,1651094073251027.0
-1.0,2.0,0.0,3.0,-5.0,-5.0,-2.0,-1.0,1651094073265150.0
-2.0,-1.0,-3.0,-1.0,6.0,-1.0,-2.0,-2.0,1651094073265150.0
-1.0,-1.0,-2.0,2.0,1.0,5.0,-1.0,-2.0,1651094073279811.0
2.0,0.0,0.0,1.0,7.0,8.0,0.0,1.0,1651094073279811.0
1.0,0.0,1.0,-4.0,-4.0,-5.0,-1.0,0.0,1651094073288658.0
-2.0,-1.0,-3.0,-2.0,1.0,-9.0,-1.0,-3.0,1651094073288658.0
-1.0,-1.0,-2.0,-2.0,-9.0,3.0,-2.0,0.0,1651094073294828.0
1.0,0.0,-3.0,-1.0,14.0,-6.0,-1.0,0.0,1651094073294828.0
-2.0,-3.0,-1.0,0.0,-5.0,1.0,-1.0,-1.0,1651094073310341.0
0.0,-2.0,-3.0,-2.0,2.0,-5.0,0.0,-1.0,1651094073310341.0
0.0,-1.0,-2.0,-2.0,5.0,-12.0,-1.0,0.0,1651094073310341.0
-1.0,0.0,2.0,2.0,-29.0,-3.0,-2.0,-2.0,1651094073310341.0
0.0,1.0,2.0,0.0,-2.0,25.0,-2.0,0.0,1651094073340772.0
0.0,1.0,1.0,-1.0,0.0,3.0,1.0,1.0,1651094073340772.0
0.0,-4.0,-7.0,-5.0,11.0,-2.0,-1.0,-1.0,1651094073341656.0
-1.0,1.0,4.0,1.0,-1.0,-9.0,0.0,0.0,1651094073341656.0
-1.0,1.0,2.0,0.0,-3.0,-10.0,0.0,-1.0,1651094073346610.0
-1.0,-1.0,1.0,-1.0,4.0,5.0,0.0,0.0,1651094073346610.0
0.0,-1.0,0.0,-1.0,-2.0,3.0,1.0,-1.0,1651094073355911.0
0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1651094073355911.0
0.0,-1.0,-2.0,-1.0,-6.0,-11.0,-3.0,0.0,1651094073370043.0
2.0,-2.0,-1.0,-3.0,-1.0,-4.0,-3.0,0.0,1651094073370043.0
-2.0,0.0,-2.0,1.0,5.0,0.0,-1.0,1.0,1651094073370913.0
-3.0,0.0,-2.0,-2.0,0.0,5.0,0.0,1.0,1651094073370913.0
-1.0,1.0,1.0,0.0,0.0,-2.0,1.0,0.0,1651094073393618.0
1.0,2.0,1.0,0.0,-5.0,-11.0,-1.0,0.0,1651094073393618.0
-1.0,1.0,8.0,0.0,-1.0,10.0,0.0,0.0,1651094073394030.0
-1.0,-5.0,-8.0,-1.0,5.0,-9.0,-2.0,-2.0,1651094073394030.0
-1.0,-1.0,-2.0,-5.0,-22.0,10.0,1.0,0.0,1651094073407405.0
-1.0,-1.0,1.0,4.0,5.0,-2.0,0.0,0.0,1651094073407405.0
1.0,1.0,0.0,2.0,-6.0,-11.0,-2.0,-1.0,1651094073415384.0
-1.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,1651094073415384.0
-1.0,-2.0,-4.0,-1.0,17.0,-16.0,-1.0,0.0,1651094073429546.0
0.0,0.0,0.0,1.0,12.0,18.0,1.0,0.0,1651094073429546.0
-1.0,2.0,0.0,0.0,-17.0,-5.0,-1.0,0.0,1651094073430543.0
-1.0,-1.0,-1.0,-4.0,-16.0,-5.0,-1.0,-1.0,1651094073430543.0
0.0,-1.0,0.0,-1.0,0.0,-5.0,-1.0,-2.0,1651094073452848.0
-1.0,-2.0,-1.0,-1.0,14.0,2.0,0.0,0.0,1651094073452848.0
0.0,-3.0,-1.0,-2.0,3.0,-5.0,-2.0,0.0,1651094073452848.0
-1.0,-1.0,-2.0,0.0,2.0,4.0,0.0,-1.0,1651094073452848.0
0.0,-1.0,1.0,0.0,-3.0,8.0,3.0,-1.0,1651094073466802.0
0.0,0.0,1.0,-3.0,-3.0,-1.0,-1.0,1.0,1651094073466802.0
-1.0,-2.0,-8.0,-2.0,4.0,5.0,-1.0,-1.0,1651094073475133.0
0.0,1.0,8.0,2.0,1.0,4.0,0.0,0.0,1651094073475133.0
0.0,-2.0,0.0,3.0,7.0,-4.0,-3.0,-1.0,1651094073490333.0
-2.0,0.0,-2.0,0.0,-8.0,-10.0,-1.0,1.0,1651094073490333.0
-1.0,0.0,-3.0,-2.0,5.0,-3.0,-2.0,-3.0,1651094073490333.0
0.0,0.0,-3.0,-4.0,-3.0,-5.0,-2.0,-1.0,1651094073490333.0
-1.0,0.0,6.0,2.0,7.0,7.0,2.0,1.0,1651094073512844.0
1.0,-1.0,-4.0,2.0,3.0,0.0,0.0,0.0,1651094073512844.0
-2.0,-3.0,-2.0,0.0,-4.0,0.0,2.0,0.0,1651094073512844.0
0.0,0.0,-1.0,1.0,-2.0,-2.0,0.0,0.0,1651094073512844.0
1.0,0.0,-1.0,-3.0,-2.0,-14.0,-1.0,0.0,1651094073535894.0
0.0,-1.0,1.0,-2.0,-1.0,1.0,-1.0,-1.0,1651094073535894.0
1.0,1.0,2.0,1.0,-1.0,11.0,0.0,-1.0,1651094073535894.0
0.0,-1.0,0.0,-4.0,-1.0,2.0,-1.0,-1.0,1651094073535894.0
0.0,-1.0,-1.0,3.0,-4.0,-11.0,-1.0,-2.0,1651094073550009.0
-1.0,1.0,1.0,0.0,-18.0,4.0,1.0,-1.0,1651094073550009.0
-1.0,-2.0,1.0,1.0,3.0,-5.0,0.0,-1.0,1651094073550913.0
-1.0,-1.0,-3.0,0.0,0.0,11.0,-1.0,-1.0,1651094073550913.0
0.0,3.0,1.0,-5.0,2.0,1.0,1.0,1.0,1651094073572995.0
-1.0,0.0,1.0,-1.0,0.0,-6.0,-1.0,-1.0,1651094073572995.0
0.0,-1.0,1.0,-1.0,-5.0,-7.0,-1.0,0.0,1651094073572995.0
0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-2.0,1651094073572995.0
-2.0,-2.0,-3.0,-1.0,4.0,-1.0,-3.0,-2.0,1651094073595144.0
0.0,0.0,-2.0,0.0,4.0,3.0,1.0,-1.0,1651094073595144.0
1.0,-2.0,0.0,-1.0,4.0,-3.0,-2.0,0.0,1651094073596140.0
0.0,0.0,0.0,-2.0,4.0,-2.0,0.0,0.0,1651094073596140.0
-1.0,-1.0,2.0,0.0,-4.0,0.0,-1.0,-2.0,1651094073610452.0
-1.0,1.0,-3.0,-4.0,-1.0,-5.0,-1.0,-1.0,1651094073610452.0
1.0,-1.0,-3.0,0.0,0.0,5.0,0.0,1.0,1651094073610452.0
-1.0,-1.0,-1.0,1.0,7.0,-1.0,-1.0,0.0,1651094073610452.0
-1.0,-3.0,0.0,1.0,-1.0,-5.0,-1.0,-1.0,1651094073632670.0
0.0,-1.0,1.0,0.0,4.0,17.0,0.0,-1.0,1651094073632670.0
0.0,1.0,-1.0,0.0,-12.0,-11.0,-3.0,1.0,1651094073633532.0
-2.0,2.0,5.0,-1.0,-5.0,0.0,-1.0,-1.0,1651094073633532.0
0.0,-2.0,-6.0,-5.0,-1.0,6.0,0.0,1.0,1651094073656142.0
-1.0,-1.0,-1.0,-3.0,4.0,-15.0,-2.0,0.0,1651094073656142.0
-1.0,-2.0,-3.0,0.0,8.0,4.0,0.0,0.0,1651094073656142.0
1.0,2.0,0.0,2.0,-12.0,-5.0,0.0,1.0,1651094073656142.0
-1.0,0.0,0.0,0.0,-11.0,-2.0,-2.0,1.0,1651094073670323.0
-1.0,-3.0,-1.0,-1.0,2.0,0.0,-1.0,1.0,1651094073670323.0
-1.0,1.0,1.0,-4.0,2.0,5.0,0.0,-2.0,1651094073670323.0
-1.0,0.0,-1.0,0.0,-6.0,-10.0,-1.0,1.0,1651094073670323.0
1.0,-2.0,-1.0,0.0,4.0,-3.0,0.0,-2.0,1651094073693188.0
0.0,0.0,-1.0,1.0,2.0,3.0,0.0,0.0,1651094073693188.0
-1.0,0.0,2.0,-1.0,-23.0,13.0,-1.0,-2.0,1651094073693188.0
1.0,2.0,1.0,-2.0,5.0,5.0,2.0,0.0,1651094073693188.0
-1.0,0.0,-5.0,0.0,5.0,-5.0,-2.0,-1.0,1651094073715610.0
-1.0,-2.0,-3.0,-2.0,-7.0,-4.0,-2.0,-1.0,1651094073715610.0
-1.0,0.0,6.0,0.0,6.0,-2.0,-1.0,-1.0,1651094073716448.0
0.0,-1.0,-1.0,-2.0,1.0,-2.0,-2.0,-1.0,1651094073716448.0
-1.0,0.0,1.0,0.0,7.0,10.0,1.0,1.0,1651094073730539.0
-1.0,-1.0,-1.0,-1.0,-14.0,-6.0,-1.0,-2.0,1651094073730539.0
0.0,-1.0,0.0,1.0,14.0,1.0,1.0,2.0,1651094073730539.0
-3.0,-2.0,-1.0,3.0,5.0,8.0,-2.0,0.0,1651094073730539.0
0.0,0.0,0.0,1.0,-4.0,-16.0,1.0,-1.0,1651094073752581.0
0.0,3.0,1.0,-2.0,4.0,1.0,0.0,-1.0,1651094073752581.0
1.0,-2.0,-3.0,0.0,-7.0,-4.0,0.0,0.0,1651094073753578.0
-1.0,-2.0,-1.0,-2.0,-3.0,1.0,-1.0,-2.0,1651094073753578.0
0.0,-1.0,-2.0,1.0,0.0,8.0,1.0,1.0,1651094073776071.0
1.0,-2.0,-3.0,0.0,-4.0,-14.0,-1.0,0.0,1651094073776071.0
0.0,4.0,8.0,0.0,3.0,14.0,1.0,-1.0,1651094073776071.0
0.0,-2.0,-2.0,-4.0,0.0,-2.0,0.0,-1.0,1651094073776071.0
-3.0,-1.0,-2.0,-2.0,-1.0,12.0,0.0,-1.0,1651094073790340.0
1.0,0.0,0.0,1.0,-11.0,-6.0,0.0,-1.0,1651094073790340.0
-1.0,-1.0,-2.0,0.0,2.0,-6.0,-1.0,-1.0,1651094073790340.0
-2.0,-1.0,-3.0,0.0,11.0,-1.0,0.0,1.0,1651094073790340.0
1.0,0.0,1.0,0.0,-8.0,0.0,0.0,-1.0,1651094073812813.0
-2.0,-1.0,1.0,2.0,13.0,16.0,1.0,0.0,1651094073812813.0
-2.0,-3.0,-2.0,-1.0,-9.0,-6.0,-1.0,-2.0,1651094073812813.0
0.0,0.0,-3.0,0.0,-4.0,11.0,1.0,-1.0,1651094073812813.0
-1.0,-2.0,-4.0,-3.0,4.0,-3.0,-3.0,0.0,1651094073835842.0
0.0,0.0,0.0,2.0,-4.0,-1.0,-2.0,-1.0,1651094073835842.0
0.0,-1.0,-2.0,0.0,0.0,-7.0,0.0,-1.0,1651094073835842.0
-1.0,-2.0,0.0,-1.0,-7.0,5.0,-2.0,-1.0,1651094073835842.0
0.0,0.0,-2.0,-3.0,6.0,-11.0,-2.0,0.0,1651094073850960.0
1.0,4.0,7.0,0.0,1.0,-4.0,-3.0,0.0,1651094073850960.0
0.0,-1.0,-1.0,0.0,0.0,-11.0,-2.0,1.0,1651094073850960.0
0.0,-3.0,-3.0,0.0,-2.0,6.0,-2.0,-1.0,1651094073850960.0
1.0,-2.0,-2.0,2.0,-5.0,30.0,2.0,-1.0,1651094073873094.0
-2.0,-3.0,-1.0,-3.0,0.0,-2.0,0.0,-1.0,1651094073873094.0
-1.0,1.0,0.0,1.0,-2.0,0.0,1.0,0.0,1651094073873094.0
0.0,0.0,2.0,-1.0,2.0,-9.0,-3.0,-1.0,1651094073873094.0
-1.0,-1.0,-1.0,-1.0,-17.0,-11.0,-1.0,-1.0,1651094073903672.0
-1.0,-1.0,0.0,1.0,20.0,-5.0,-1.0,-2.0,1651094073903672.0
0.0,-1.0,-1.0,-1.0,-6.0,31.0,0.0,0.0,1651094073903672.0
1.0,-1.0,0.0,-2.0,0.0,-6.0,0.0,-2.0,1651094073903672.0
0.0,0.0,2.0,2.0,1.0,-9.0,0.0,0.0,1651094073909528.0
-2.0,0.0,2.0,1.0,-11.0,11.0,-1.0,-1.0,1651094073909528.0
-1.0,-3.0,-6.0,-2.0,4.0,-5.0,-1.0,0.0,1651094073910525.0
-1.0,2.0,-2.0,-3.0,-1.0,-8.0,1.0,-1.0,1651094073910525.0
-1.0,0.0,-1.0,-2.0,3.0,-11.0,0.0,0.0,1651094073932775.0
1.0,1.0,-3.0,0.0,7.0,7.0,0.0,1.0,1651094073932775.0
0.0,-3.0,1.0,1.0,-1.0,-7.0,-2.0,0.0,1651094073932775.0
-1.0,1.0,2.0,2.0,-1.0,2.0,-1.0,2.0,1651094073932775.0
-2.0,-1.0,0.0,-1.0,9.0,3.0,0.0,-1.0,1651094073956253.0
-1.0,-3.0,-4.0,-1.0,-2.0,-11.0,0.0,1.0,1651094073956253.0
0.0,0.0,-1.0,-2.0,1.0,17.0,1.0,-1.0,1651094073956253.0
0.0,-1.0,-1.0,0.0,-1.0,-3.0,-1.0,0.0,1651094073956253.0
0.0,2.0,2.0,2.0,11.0,2.0,-1.0,-1.0,1651094073970370.0
0.0,-3.0,1.0,-4.0,-10.0,-4.0,-1.0,0.0,1651094073970370.0
-1.0,0.0,-2.0,1.0,-2.0,-8.0,-1.0,-2.0,1651094073970370.0
0.0,0.0,2.0,3.0,2.0,2.0,0.0,-1.0,1651094073970370.0
-1.0,-2.0,-1.0,-3.0,3.0,-10.0,0.0,0.0,1651094073992450.0
1.0,-1.0,-3.0,1.0,6.0,20.0,0.0,-1.0,1651094073992450.0
-1.0,2.0,0.0,-3.0,-7.0,-6.0,0.0,1.0,1651094073993482.0
0.0,0.0,2.0,0.0,12.0,4.0,1.0,1.0,1651094073993482.0
0.0,-1.0,-3.0,1.0,-10.0,-7.0,-1.0,0.0,1651094074014880.0
-1.0,-2.0,-5.0,-3.0,-10.0,0.0,-1.0,-2.0,1651094074014880.0
-1.0,-2.0,-4.0,-1.0,2.0,-10.0,-2.0,-1.0,1651094074022859.0
-1.0,-1.0,-1.0,1.0,1.0,4.0,-1.0,-1.0,1651094074022859.0
1.0,1.0,3.0,0.0,0.0,9.0,1.0,2.0,1651094074030833.0
0.0,1.0,2.0,0.0,-1.0,-9.0,0.0,0.0,1651094074030833.0
-2.0,-2.0,0.0,1.0,2.0,-3.0,-1.0,0.0,1651094074030833.0
-1.0,-2.0,-4.0,-4.0,-2.0,1.0,-2.0,0.0,1651094074030833.0
-1.0,-2.0,-1.0,-1.0,2.0,-7.0,-2.0,-1.0,1651094074053375.0
-1.0,-1.0,-2.0,2.0,9.0,-10.0,0.0,1.0,1651094074053375.0
0.0,1.0,1.0,2.0,-1.0,-1.0,0.0,-1.0,1651094074053375.0
-1.0,-1.0,-4.0,0.0,-12.0,-17.0,-1.0,-1.0,1651094074053375.0
0.0,1.0,5.0,-1.0,-1.0,40.0,0.0,-1.0,1651094074076356.0
-2.0,-3.0,-1.0,-5.0,-6.0,-8.0,-1.0,-1.0,1651094074076356.0
1.0,2.0,3.0,-1.0,10.0,-3.0,0.0,-1.0,1651094074076356.0
1.0,-2.0,-6.0,-1.0,0.0,12.0,3.0,0.0,1651094074076356.0
-1.0,-2.0,-4.0,-1.0,-6.0,-32.0,-2.0,-1.0,1651094074089196.0
-1.0,0.0,0.0,-1.0,-3.0,17.0,-2.0,-1.0,1651094074089196.0
-1.0,-1.0,2.0,1.0,-13.0,0.0,-2.0,0.0,1651094074114308.0
-1.0,2.0,1.0,0.0,9.0,4.0,1.0,-1.0,1651094074114308.0
0.0,1.0,1.0,2.0,-15.0,-8.0,0.0,0.0,1651094074115147.0
1.0,1.0,1.0,-3.0,-3.0,4.0,-1.0,-1.0,1651094074115147.0
0.0,-1.0,-4.0,-1.0,-4.0,-4.0,0.0,-2.0,1651094074116144.0
0.0,-1.0,0.0,-1.0,5.0,-1.0,-2.0,-1.0,1651094074116144.0
-2.0,-1.0,-1.0,3.0,2.0,2.0,-1.0,-1.0,1651094074136341.0
-1.0,0.0,-2.0,-1.0,-6.0,-5.0,-2.0,-1.0,1651094074136341.0
-1.0,2.0,-3.0,-1.0,-1.0,0.0,-1.0,-2.0,1651094074136341.0
-1.0,-3.0,-1.0,-2.0,-7.0,-9.0,-1.0,0.0,1651094074136341.0
-1.0,-2.0,3.0,-3.0,2.0,1.0,1.0,-2.0,1651094074149361.0
-2.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1651094074149361.0
1.0,-1.0,-3.0,1.0,17.0,-8.0,-3.0,1.0,1651094074158526.0
0.0,0.0,3.0,0.0,-13.0,2.0,-2.0,-1.0,1651094074158526.0
0.0,-3.0,-6.0,-2.0,-5.0,-11.0,-1.0,0.0,1651094074173708.0
0.0,1.0,2.0,2.0,-6.0,-1.0,-1.0,-2.0,1651094074173708.0
-2.0,0.0,0.0,-3.0,16.0,-6.0,0.0,-2.0,1651094074173708.0
-1.0,-1.0,0.0,0.0,-12.0,11.0,-1.0,0.0,1651094074173708.0
0.0,1.0,-6.0,-1.0,19.0,1.0,-1.0,0.0,1651094074195526.0
0.0,-3.0,-1.0,5.0,-7.0,-8.0,0.0,1.0,1651094074195526.0
-1.0,-1.0,0.0,-2.0,-1.0,-8.0,-1.0,-1.0,1651094074196523.0
1.0,-1.0,4.0,2.0,2.0,16.0,0.0,-1.0,1651094074196523.0
1.0,1.0,0.0,-2.0,-7.0,1.0,-1.0,0.0,1651094074217990.0
0.0,-2.0,-1.0,-2.0,2.0,0.0,-1.0,-2.0,1651094074217990.0
-2.0,-2.0,-6.0,-1.0,-2.0,9.0,1.0,-1.0,1651094074219987.0
-2.0,3.0,6.0,-1.0,0.0,-7.0,-1.0,-1.0,1651094074219987.0
0.0,-1.0,0.0,1.0,3.0,-1.0,0.0,-1.0,1651094074241247.0
-2.0,2.0,-2.0,0.0,1.0,8.0,0.0,2.0,1651094074241247.0
0.0,-2.0,0.0,-1.0,-8.0,-5.0,0.0,-1.0,1651094074242236.0
-1.0,-3.0,-4.0,0.0,5.0,-14.0,-3.0,-1.0,1651094074242236.0
-1.0,0.0,1.0,-1.0,-6.0,22.0,-1.0,0.0,1651094074254391.0
-2.0,-3.0,1.0,-1.0,9.0,-12.0,0.0,-1.0,1651094074254391.0
-1.0,0.0,-2.0,4.0,-1.0,3.0,-1.0,0.0,1651094074263220.0
-2.0,-1.0,-2.0,-1.0,-6.0,-3.0,-2.0,-1.0,1651094074263220.0
0.0,0.0,5.0,-1.0,-1.0,-1.0,-2.0,-1.0,1651094074278351.0
1.0,-1.0,-7.0,1.0,8.0,-5.0,-2.0,-1.0,1651094074278351.0
0.0,-1.0,-2.0,-6.0,-5.0,5.0,1.0,1.0,1651094074279349.0
0.0,-2.0,0.0,0.0,0.0,2.0,-1.0,-2.0,1651094074279349.0
0.0,-3.0,-1.0,0.0,9.0,22.0,2.0,0.0,1651094074300675.0
-1.0,-2.0,-3.0,0.0,-14.0,-9.0,-2.0,-1.0,1651094074300675.0
-1.0,3.0,8.0,2.0,3.0,3.0,-2.0,-1.0,1651094074301674.0
-1.0,-3.0,-4.0,0.0,-2.0,2.0,0.0,-1.0,1651094074301674.0
-2.0,0.0,0.0,0.0,-2.0,-7.0,0.0,-1.0,1651094074314605.0
1.0,1.0,1.0,0.0,-3.0,6.0,1.0,0.0,1651094074314605.0
1.0,-2.0,-3.0,0.0,-4.0,-7.0,1.0,1.0,1651094074321731.0
-1.0,-2.0,-1.0,-6.0,11.0,12.0,3.0,1.0,1651094074321731.0
0.0,-4.0,-4.0,4.0,-3.0,-3.0,-2.0,-1.0,1651094074338688.0
0.0,1.0,0.0,4.0,-1.0,-2.0,-1.0,0.0,1651094074338688.0
-1.0,-1.0,-3.0,-2.0,-9.0,-2.0,1.0,-1.0,1651094074339537.0
0.0,0.0,-1.0,-1.0,0.0,-9.0,0.0,0.0,1651094074339537.0
-1.0,0.0,-4.0,-4.0,4.0,-5.0,-1.0,0.0,1651094074360943.0
-2.0,-1.0,1.0,1.0,-24.0,7.0,2.0,0.0,1651094074360943.0
1.0,0.0,2.0,2.0,5.0,8.0,0.0,-1.0,1651094074361803.0
0.0,-2.0,0.0,1.0,1.0,-3.0,0.0,0.0,1651094074361803.0
-1.0,2.0,6.0,1.0,-6.0,-8.0,0.0,-2.0,1651094074374808.0
-1.0,0.0,-5.0,-3.0,2.0,-15.0,-2.0,-1.0,1651094074374808.0
-1.0,-4.0,-6.0,-1.0,12.0,1.0,1.0,0.0,1651094074382182.0
0.0,3.0,4.0,-1.0,-3.0,4.0,1.0,-1.0,1651094074382182.0
-1.0,-1.0,0.0,-5.0,-3.0,-5.0,-1.0,-1.0,1651094074399134.0
-1.0,-1.0,3.0,0.0,2.0,-15.0,0.0,-2.0,1651094074399134.0
0.0,-2.0,2.0,2.0,-4.0,9.0,-1.0,0.0,1651094074400167.0
0.0,-1.0,-4.0,2.0,0.0,-4.0,-2.0,0.0,1651094074400167.0
-1.0,-1.0,-1.0,5.0,2.0,-3.0,-3.0,0.0,1651094074421472.0
0.0,-2.0,0.0,-7.0,-6.0,2.0,-1.0,-1.0,1651094074421472.0
0.0,-3.0,-4.0,-4.0,-3.0,-7.0,-1.0,-1.0,1651094074422334.0
2.0,-2.0,1.0,-3.0,-18.0,10.0,-6.0,-3.0,1651094074422334.0
-1.0,0.0,-2.0,-1.0,-1.0,-7.0,-19.0,-4.0,1651094074434482.0
-3.0,-2.0,-2.0,6.0,0.0,5.0,14.0,-5.0,1651094074434482.0
-2.0,-3.0,-1.0,-5.0,-16.0,-5.0,-2.0,-2.0,1651094074450897.0
0.0,2.0,0.0,-3.0,36.0,-3.0,-3.0,2.0,1651094074450897.0
-2.0,-3.0,-3.0,2.0,-4.0,-5.0,-43.0,-4.0,1651094074458875.0
-3.0,-2.0,-1.0,-14.0,-3.0,1.0,71.0,-4.0,1651094074458875.0
