EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
-3.0,-3.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1651093814961427.0
-2.0,-3.0,-1.0,-2.0,-3.0,-2.0,0.0,0.0,1651093814961427.0
0.0,-2.0,-5.0,-2.0,0.0,0.0,-2.0,-2.0,1651093814961427.0
-1.0,0.0,-1.0,-2.0,1.0,-1.0,-1.0,-2.0,1651093814961427.0
-1.0,0.0,0.0,-1.0,-2.0,-1.0,-1.0,0.0,1651093814962367.0
-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,1651093814962367.0
0.0,1.0,-1.0,2.0,0.0,1.0,-1.0,-2.0,1651093814962367.0
-1.0,-4.0,-6.0,-2.0,-2.0,-2.0,-2.0,-1.0,1651093814962367.0
0.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,1651093814973338.0
-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-2.0,1651093814973338.0
0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1651093814982315.0
-3.0,-3.0,-4.0,-1.0,-3.0,-4.0,-1.0,-1.0,1651093814982315.0
-3.0,-2.0,-6.0,-1.0,0.0,-1.0,0.0,-2.0,1651093814990293.0
2.0,1.0,0.0,-4.0,-2.0,0.0,-1.0,-2.0,1651093814990293.0
0.0,-2.0,2.0,3.0,0.0,-2.0,-1.0,0.0,1651093815004441.0
0.0,0.0,1.0,5.0,3.0,-6.0,0.0,-2.0,1651093815004441.0
1.0,-2.0,-2.0,-3.0,0.0,5.0,0.0,1.0,1651093815012606.0
0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,3.0,1651093815012606.0
-1.0,-1.0,-2.0,-4.0,-2.0,-7.0,0.0,0.0,1651093815027897.0
0.0,-1.0,0.0,0.0,1.0,8.0,2.0,0.0,1651093815027897.0
0.0,-2.0,0.0,2.0,-1.0,-3.0,1.0,0.0,1651093815034880.0
0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1651093815034880.0
