EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
-2.0,0.0,0.0,0.0,-7.0,-3.0,-2.0,0.0,1651094176604080.0
0.0,-3.0,1.0,-1.0,-19.0,-1.0,-2.0,-1.0,1651094176604080.0
-1.0,-2.0,-4.0,2.0,8.0,0.0,-1.0,0.0,1651094176604977.0
-1.0,-1.0,-1.0,-3.0,11.0,-3.0,-1.0,-1.0,1651094176604977.0
0.0,-1.0,0.0,0.0,-10.0,-1.0,0.0,-1.0,1651094176605950.0
-1.0,0.0,-2.0,-2.0,4.0,0.0,-1.0,-2.0,1651094176605950.0
0.0,1.0,-2.0,-3.0,-32.0,-4.0,-1.0,-1.0,1651094176606972.0
0.0,-4.0,-2.0,-1.0,3.0,-1.0,1.0,-1.0,1651094176606972.0
-2.0,-4.0,-4.0,-2.0,1.0,0.0,0.0,0.0,1651094176614949.0
0.0,1.0,-1.0,2.0,5.0,1.0,1.0,-1.0,1651094176614949.0
0.0,0.0,4.0,0.0,0.0,-3.0,-1.0,1.0,1651094176620927.0
1.0,2.0,-2.0,0.0,-17.0,-2.0,0.0,0.0,1651094176620927.0
2.0,-1.0,0.0,2.0,44.0,3.0,-1.0,-1.0,1651094176633479.0
-3.0,-5.0,-6.0,-5.0,-16.0,-5.0,-2.0,-1.0,1651094176633479.0
-2.0,-3.0,-1.0,-4.0,5.0,0.0,1.0,-2.0,1651094176646549.0
-2.0,1.0,-1.0,3.0,-10.0,0.0,-2.0,0.0,1651094176646549.0
0.0,1.0,-1.0,4.0,-23.0,0.0,1.0,1.0,1651094176651450.0
0.0,-1.0,-2.0,-1.0,49.0,0.0,0.0,2.0,1651094176651450.0
0.0,1.0,3.0,3.0,-25.0,2.0,3.0,1.0,1651094176676264.0
-1.0,-1.0,0.0,-3.0,-19.0,-1.0,1.0,-1.0,1651094176676264.0
-1.0,0.0,-1.0,-1.0,17.0,-1.0,1.0,-1.0,1651094176679102.0
0.0,0.0,1.0,3.0,9.0,0.0,-1.0,0.0,1651094176679102.0
-2.0,-1.0,-3.0,-3.0,-10.0,-2.0,-3.0,-1.0,1651094176690095.0
-2.0,-2.0,-3.0,-3.0,5.0,-1.0,1.0,-1.0,1651094176690095.0
0.0,2.0,2.0,0.0,0.0,2.0,-1.0,0.0,1651094176731829.0
0.0,2.0,2.0,-2.0,-11.0,-2.0,-1.0,-1.0,1651094176731829.0
0.0,-2.0,-2.0,-1.0,4.0,-3.0,-2.0,-1.0,1651094176735817.0
-1.0,-1.0,-2.0,3.0,-17.0,4.0,0.0,1.0,1651094176735817.0
0.0,-2.0,-2.0,-3.0,6.0,0.0,0.0,0.0,1651094176736690.0
0.0,1.0,0.0,4.0,13.0,1.0,0.0,-1.0,1651094176736690.0
-2.0,3.0,3.0,3.0,1.0,0.0,0.0,-2.0,1651094176736690.0
1.0,-1.0,-2.0,-1.0,-13.0,1.0,0.0,-2.0,1651094176736690.0
0.0,-3.0,-2.0,-3.0,-1.0,-2.0,-1.0,-1.0,1651094176740655.0
0.0,-1.0,-1.0,-1.0,-4.0,-1.0,-1.0,-1.0,1651094176740655.0
0.0,-1.0,-1.0,-2.0,0.0,2.0,-1.0,-1.0,1651094176755821.0
-1.0,1.0,2.0,3.0,1.0,1.0,0.0,-1.0,1651094176755821.0
-1.0,-1.0,1.0,-2.0,-1.0,-1.0,-1.0,0.0,1651094176765115.0
-1.0,-2.0,-4.0,-1.0,15.0,2.0,0.0,0.0,1651094176765115.0
-1.0,-1.0,-5.0,-2.0,-12.0,0.0,-1.0,0.0,1651094176771003.0
1.0,3.0,9.0,1.0,22.0,-1.0,-1.0,0.0,1651094176771003.0
1.0,0.0,-3.0,1.0,-12.0,-1.0,-1.0,-1.0,1651094176779203.0
0.0,-2.0,-1.0,-3.0,2.0,-4.0,0.0,-3.0,1651094176779203.0
-1.0,-4.0,-1.0,-3.0,-1.0,-4.0,0.0,-1.0,1651094176802404.0
