EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
-1.0,-2.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,1651024508107401.0
-1.0,-1.0,-2.0,0.0,-2.0,-1.0,-1.0,0.0,1651024508107401.0
-1.0,0.0,0.0,1.0,-2.0,-2.0,-1.0,-2.0,1651024508108894.0
0.0,-1.0,2.0,-1.0,1.0,0.0,-1.0,-1.0,1651024508108894.0
0.0,-2.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1651024508120931.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,-3.0,-2.0,1651024508120931.0
0.0,0.0,-1.0,-4.0,-12.0,-4.0,-1.0,0.0,1651024508129849.0
-1.0,-1.0,0.0,0.0,10.0,1.0,-1.0,-1.0,1651024508129849.0
0.0,-1.0,0.0,2.0,2.0,0.0,0.0,0.0,1651024508144799.0
0.0,-2.0,-1.0,-1.0,-4.0,-1.0,1.0,0.0,1651024508144799.0
-1.0,0.0,-1.0,-1.0,3.0,-1.0,-1.0,0.0,1651024508145796.0
-1.0,0.0,-1.0,-2.0,-9.0,1.0,-2.0,-1.0,1651024508145796.0
-2.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-2.0,1651024508166669.0
-2.0,-2.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,1651024508166669.0
0.0,-1.0,0.0,3.0,1.0,0.0,-2.0,0.0,1651024508168664.0
0.0,-1.0,-2.0,-2.0,-4.0,-2.0,-1.0,0.0,1651024508168664.0
-1.0,-1.0,2.0,-3.0,1.0,0.0,-2.0,-3.0,1651024508180632.0
-1.0,1.0,-1.0,0.0,3.0,0.0,-1.0,0.0,1651024508180632.0
-2.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1651024508189608.0
0.0,-1.0,-2.0,0.0,1.0,0.0,-1.0,1.0,1651024508189608.0
0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,-1.0,1651024508204632.0
1.0,0.0,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,1651024508204632.0
-1.0,-1.0,-2.0,-2.0,2.0,-1.0,0.0,-2.0,1651024508205593.0
0.0,-2.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,1651024508205593.0
-1.0,0.0,-1.0,1.0,-1.0,1.0,-3.0,0.0,1651024508226805.0
-2.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1651024508226805.0
1.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,1651024508228787.0
-2.0,1.0,0.0,-3.0,-5.0,-1.0,0.0,-1.0,1651024508228787.0
-2.0,-1.0,-1.0,-3.0,-7.0,-4.0,-3.0,1.0,1651024508240821.0
0.0,0.0,1.0,1.0,15.0,2.0,0.0,1.0,1651024508240821.0
0.0,1.0,0.0,-1.0,-6.0,0.0,0.0,0.0,1651024508249732.0
-2.0,0.0,0.0,-1.0,-2.0,-2.0,0.0,0.0,1651024508249732.0
0.0,-1.0,-1.0,-1.0,-3.0,-1.0,1.0,0.0,1651024508264755.0
-2.0,-1.0,-2.0,-1.0,-4.0,-2.0,-3.0,-1.0,1651024508264755.0
-1.0,-2.0,-3.0,0.0,2.0,0.0,0.0,0.0,1651024508266711.0
-2.0,-1.0,-2.0,0.0,-3.0,0.0,-1.0,-1.0,1651024508266711.0
1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1651024508286693.0
1.0,-2.0,-1.0,0.0,1.0,0.0,0.0,-1.0,1651024508286693.0
-1.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1651024508288627.0
-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,1651024508288627.0
0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1651024508301592.0
1.0,-1.0,-3.0,-2.0,-3.0,0.0,1.0,0.0,1651024508301592.0
-1.0,0.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,1651024508309572.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0,1651024508309572.0
1.0,-1.0,-2.0,1.0,1.0,-1.0,-1.0,-2.0,1651024508324954.0
0.0,0.0,-1.0,-2.0,-7.0,-2.0,0.0,-2.0,1651024508324954.0
0.0,0.0,-2.0,-2.0,-3.0,0.0,-1.0,-1.0,1651024508325869.0
0.0,0.0,0.0,0.0,12.0,0.0,-1.0,-1.0,1651024508325869.0
0.0,-1.0,-1.0,0.0,-4.0,0.0,0.0,2.0,1651024508354816.0
-1.0,-2.0,-2.0,-3.0,-4.0,-1.0,-1.0,-1.0,1651024508354816.0
-1.0,-2.0,-1.0,-3.0,-6.0,-4.0,-1.0,1.0,1651024508355911.0
-1.0,1.0,1.0,0.0,1.0,2.0,-1.0,0.0,1651024508355911.0
-1.0,0.0,0.0,3.0,3.0,2.0,-1.0,0.0,1651024508360791.0
0.0,0.0,-1.0,3.0,-2.0,-2.0,-1.0,0.0,1651024508360791.0
0.0,-1.0,1.0,-2.0,2.0,0.0,-2.0,2.0,1651024508369779.0
0.0,-1.0,-1.0,-3.0,-5.0,-2.0,0.0,0.0,1651024508369779.0
1.0,2.0,-1.0,-2.0,-3.0,-3.0,-1.0,0.0,1651024508384982.0
-2.0,-2.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,1651024508384982.0
0.0,0.0,-2.0,0.0,4.0,2.0,0.0,-1.0,1651024508385794.0
-1.0,-2.0,0.0,0.0,-2.0,0.0,1.0,0.0,1651024508385794.0
1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-2.0,1651024508407401.0
0.0,-1.0,-1.0,-1.0,-3.0,1.0,-1.0,0.0,1651024508407401.0
-1.0,-1.0,1.0,0.0,0.0,-1.0,-2.0,-3.0,1651024508408893.0
0.0,1.0,-1.0,-2.0,-6.0,-1.0,-1.0,0.0,1651024508408893.0
-4.0,-3.0,1.0,2.0,-2.0,-1.0,-1.0,-1.0,1651024508420903.0
-1.0,2.0,0.0,3.0,12.0,0.0,0.0,0.0,1651024508420903.0
-1.0,-1.0,-1.0,0.0,-4.0,-2.0,1.0,-1.0,1651024508429812.0
0.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,-1.0,1651024508429812.0
-1.0,0.0,1.0,0.0,-1.0,2.0,0.0,0.0,1651024508444888.0
0.0,-1.0,-1.0,0.0,-3.0,-2.0,0.0,0.0,1651024508444888.0
0.0,-1.0,-2.0,1.0,3.0,1.0,0.0,0.0,1651024508445887.0
0.0,-1.0,-3.0,-1.0,-3.0,-2.0,0.0,0.0,1651024508445887.0
0.0,-1.0,-2.0,0.0,0.0,-2.0,0.0,-1.0,1651024508466910.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1651024508466910.0
0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-2.0,1651024508468938.0
1.0,-2.0,0.0,-2.0,-3.0,0.0,-1.0,-1.0,1651024508468938.0
-1.0,0.0,-1.0,0.0,5.0,0.0,0.0,0.0,1651024508480936.0
-1.0,1.0,0.0,1.0,-2.0,-1.0,-1.0,0.0,1651024508480936.0
0.0,-5.0,-1.0,-1.0,-3.0,-1.0,-1.0,1.0,1651024508489938.0
-2.0,-2.0,1.0,1.0,2.0,0.0,0.0,-2.0,1651024508489938.0
0.0,-1.0,-2.0,-3.0,-2.0,-1.0,-1.0,-1.0,1651024508505032.0
0.0,-1.0,-2.0,0.0,-9.0,-1.0,0.0,0.0,1651024508505032.0
1.0,3.0,1.0,2.0,13.0,0.0,0.0,0.0,1651024508505842.0
-3.0,-7.0,-2.0,-1.0,-3.0,0.0,0.0,-1.0,1651024508505842.0
-2.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,1651024508527047.0
-1.0,0.0,-1.0,-2.0,-4.0,-2.0,-1.0,-3.0,1651024508527047.0
-1.0,-1.0,-3.0,-1.0,0.0,1.0,0.0,-1.0,1651024508528993.0
1.0,1.0,1.0,-2.0,3.0,-2.0,0.0,-1.0,1651024508528993.0
-2.0,-13.0,-4.0,-4.0,-3.0,-2.0,2.0,-2.0,1651024508549099.0
3.0,9.0,1.0,-4.0,-5.0,-3.0,-3.0,1.0,1651024508549099.0
-2.0,1.0,1.0,11.0,3.0,0.0,-2.0,-1.0,1651024508551038.0
-1.0,-7.0,-3.0,2.0,-1.0,2.0,-1.0,-1.0,1651024508551038.0
0.0,10.0,-1.0,-4.0,-4.0,-1.0,0.0,0.0,1651024508564993.0
-4.0,-8.0,-3.0,-3.0,3.0,-1.0,-1.0,-2.0,1651024508564993.0
0.0,1.0,0.0,-7.0,-8.0,-3.0,0.0,0.0,1651024508566001.0
2.0,3.0,0.0,1.0,-1.0,0.0,0.0,0.0,1651024508566001.0
2.0,-1.0,0.0,3.0,10.0,1.0,0.0,-1.0,1651024508586992.0
1.0,-1.0,1.0,-1.0,-5.0,0.0,1.0,1.0,1651024508586992.0
