,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,0.0,0.0,-1.0,-1.0,-2.0,1.0,-1.0,-2.0,1651069708514810.0,0
1,-1.0,-2.0,-1.0,2.0,-1.0,-1.0,0.0,1.0,1651069708514810.0,0
2,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,1.0,-1.0,1651069708515810.0,0
3,1.0,1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,1651069708515810.0,0
4,-2.0,1.0,-1.0,0.0,2.0,2.0,0.0,1.0,1651069708520823.0,0
5,0.0,0.0,2.0,-5.0,-3.0,-3.0,1.0,-1.0,1651069708520823.0,0
6,-3.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,-2.0,1651069708529572.0,0
7,0.0,-1.0,0.0,0.0,3.0,0.0,-2.0,0.0,1651069708529572.0,0
8,1.0,-1.0,-1.0,-3.0,-5.0,-1.0,0.0,0.0,1651069708544537.0,0
9,-2.0,0.0,-5.0,0.0,-1.0,-1.0,0.0,1.0,1651069708544537.0,0
10,0.0,-1.0,-4.0,0.0,1.0,-1.0,-1.0,-1.0,1651069708544537.0,0
11,-2.0,0.0,-1.0,2.0,3.0,2.0,0.0,0.0,1651069708544537.0,0
12,-1.0,0.0,4.0,1.0,-1.0,-2.0,0.0,-1.0,1651069708566700.0,0
13,0.0,0.0,2.0,-1.0,0.0,0.0,-2.0,-1.0,1651069708566700.0,0
14,-2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1651069708567658.0,0
15,-1.0,-2.0,-3.0,-1.0,-4.0,-2.0,-3.0,1.0,1651069708567658.0,0
16,0.0,0.0,-4.0,1.0,0.0,-1.0,-1.0,-1.0,1651069708581278.0,0
17,0.0,-1.0,-2.0,-3.0,-1.0,1.0,0.0,0.0,1651069708581278.0,0
18,0.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1651069708589606.0,0
19,0.0,-2.0,1.0,-2.0,-2.0,-1.0,-1.0,-2.0,1651069708589606.0,0
20,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-3.0,0.0,1651069708604561.0,0
21,0.0,-1.0,-5.0,-1.0,0.0,0.0,1.0,-2.0,1651069708604561.0,0
22,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,1651069708604561.0,0
23,0.0,2.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,1651069708604561.0,0
24,0.0,-1.0,1.0,0.0,-1.0,-2.0,0.0,-2.0,1651069708626428.0,0
25,-1.0,0.0,-1.0,1.0,2.0,1.0,0.0,-1.0,1651069708626428.0,0
26,-1.0,-1.0,0.0,-4.0,-6.0,-2.0,-1.0,1.0,1651069708627358.0,0
27,-1.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-1.0,1651069708627358.0,0
28,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,0.0,1651069708641328.0,0
29,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1651069708641328.0,0
30,0.0,-1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,1651069708648610.0,0
31,0.0,0.0,3.0,-1.0,-2.0,-3.0,-2.0,-2.0,1651069708648610.0,0
32,1.0,-1.0,-1.0,0.0,3.0,3.0,1.0,0.0,1651069708664480.0,0
33,0.0,-1.0,1.0,0.0,-2.0,-3.0,-1.0,-1.0,1651069708664480.0,0
34,-1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1651069708664480.0,0
35,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1651069708664480.0,0
36,-2.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,1651069708686579.0,0
37,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,1651069708686579.0,0
38,0.0,1.0,-2.0,-3.0,-5.0,-2.0,0.0,-1.0,1651069708687521.0,0
39,0.0,-1.0,-2.0,1.0,0.0,0.0,1.0,-1.0,1651069708687521.0,0
40,0.0,1.0,2.0,-2.0,0.0,-3.0,-1.0,0.0,1651069708701336.0,0
41,0.0,-3.0,-7.0,-3.0,2.0,-1.0,-2.0,1.0,1651069708701336.0,0
42,0.0,-1.0,5.0,-1.0,-5.0,-2.0,-1.0,-2.0,1651069708708643.0,0
43,-1.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,1.0,1651069708708643.0,0
44,-3.0,-1.0,0.0,-1.0,0.0,2.0,1.0,0.0,1651069708723797.0,0
45,-1.0,0.0,-4.0,-1.0,-2.0,0.0,0.0,-2.0,1651069708723797.0,0
46,-1.0,-1.0,-3.0,1.0,2.0,-1.0,0.0,0.0,1651069708724796.0,0
47,0.0,1.0,0.0,1.0,0.0,-2.0,-1.0,-1.0,1651069708724796.0,0
48,-1.0,-3.0,-2.0,1.0,3.0,2.0,0.0,0.0,1651069708746550.0,0
49,1.0,1.0,3.0,-4.0,-8.0,-2.0,-2.0,-1.0,1651069708746550.0,0
50,-2.0,-1.0,-2.0,0.0,2.0,1.0,1.0,-1.0,1651069708747481.0,0
51,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,1651069708747481.0,0
52,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1651069708760513.0,0
53,-1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1651069708760513.0,0
54,-1.0,-2.0,-3.0,-1.0,1.0,-1.0,-2.0,0.0,1651069708769487.0,0
55,-1.0,-1.0,2.0,0.0,2.0,0.0,2.0,2.0,1651069708769487.0,0
56,0.0,-1.0,-2.0,0.0,-2.0,-1.0,-3.0,-1.0,1651069708784460.0,0
57,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,1651069708784460.0,0
58,-1.0,-1.0,1.0,0.0,-1.0,-2.0,1.0,-1.0,1651069708784460.0,0
59,0.0,1.0,3.0,0.0,0.0,1.0,-1.0,-1.0,1651069708784460.0,0
60,-2.0,-3.0,-4.0,-2.0,-2.0,-3.0,-1.0,-2.0,1651069708806752.0,0
61,0.0,-2.0,-1.0,-1.0,-2.0,-2.0,-1.0,0.0,1651069708806752.0,0
62,0.0,0.0,-1.0,0.0,2.0,1.0,-2.0,1.0,1651069708807691.0,0
63,1.0,0.0,-4.0,-2.0,-4.0,-3.0,0.0,0.0,1651069708807691.0,0
64,0.0,0.0,-2.0,-3.0,-2.0,-2.0,0.0,0.0,1651069708829691.0,0
65,-2.0,-2.0,0.0,1.0,2.0,1.0,0.0,0.0,1651069708829691.0,0
66,2.0,-2.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,1651069708830630.0,0
67,0.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,0.0,1651069708830630.0,0
68,-1.0,0.0,-1.0,-1.0,-2.0,1.0,1.0,1.0,1651069708843677.0,0
69,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,-1.0,1651069708843677.0,0
70,0.0,-1.0,-4.0,1.0,0.0,-2.0,-2.0,0.0,1651069708844676.0,0
71,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,1.0,1651069708844676.0,0
72,0.0,-1.0,1.0,-1.0,-3.0,-2.0,-1.0,-2.0,1651069708866772.0,0
73,0.0,0.0,-1.0,-2.0,1.0,-1.0,-1.0,0.0,1651069708866772.0,0
74,-1.0,0.0,-2.0,-1.0,1.0,1.0,0.0,-2.0,1651069708867790.0,0
75,-2.0,-1.0,-2.0,0.0,-1.0,-2.0,0.0,-3.0,1651069708867790.0,0
76,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1651069708889777.0,0
77,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1651069708889777.0,0
78,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,1.0,1651069708890748.0,0
79,-2.0,-1.0,-2.0,0.0,0.0,-1.0,-3.0,-1.0,1651069708890748.0,0
80,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1651069708912744.0,0
81,0.0,-1.0,0.0,1.0,-2.0,-1.0,0.0,1.0,1651069708912744.0,0
82,1.0,-1.0,-1.0,1.0,-1.0,-2.0,0.0,1.0,1651069708912744.0,0
83,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1651069708912744.0,0
84,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1651069708926874.0,0
85,-1.0,1.0,-3.0,-2.0,1.0,0.0,-2.0,0.0,1651069708926874.0,0
86,-1.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,1651069708926874.0,0
87,0.0,0.0,1.0,0.0,0.0,-2.0,-1.0,1.0,1651069708926874.0,0
88,-1.0,1.0,1.0,-1.0,-1.0,-3.0,0.0,-1.0,1651069708957421.0,0
89,0.0,-3.0,-5.0,1.0,0.0,0.0,0.0,-1.0,1651069708957421.0,0
90,-2.0,2.0,1.0,-1.0,0.0,0.0,1.0,0.0,1651069708958425.0,0
91,2.0,-1.0,-1.0,-1.0,1.0,2.0,-2.0,0.0,1651069708958425.0,0
92,-1.0,-1.0,-4.0,-3.0,-6.0,-3.0,-3.0,-1.0,1651069708972569.0,0
93,0.0,1.0,-3.0,-2.0,-2.0,-2.0,0.0,-1.0,1651069708972569.0,0
94,0.0,0.0,2.0,0.0,-1.0,-2.0,-2.0,1.0,1651069708973502.0,0
95,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-3.0,1651069708973502.0,0
96,-1.0,-1.0,0.0,1.0,0.0,0.0,-2.0,1.0,1651069708986369.0,0
