,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,1.0,-1.0,1.0,-1.0,-1.0,-4.0,-1.0,0.0,1651068019811123.0,0
1,-1.0,0.0,-1.0,0.0,3.0,-1.0,1.0,0.0,1651068019811123.0,0
2,-1.0,-3.0,-2.0,0.0,4.0,2.0,0.0,1.0,1651068019811448.0,0
3,-1.0,-1.0,-3.0,0.0,-4.0,-2.0,-2.0,-1.0,1651068019811448.0,0
4,0.0,2.0,2.0,2.0,4.0,5.0,-2.0,-1.0,1651068019825421.0,0
5,0.0,-2.0,-1.0,-3.0,-8.0,-4.0,-2.0,-3.0,1651068019825421.0,0
6,1.0,-1.0,0.0,-2.0,-5.0,-6.0,-1.0,0.0,1651068019833037.0,0
7,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-2.0,1651068019833037.0,0
8,-1.0,-2.0,-2.0,0.0,0.0,-1.0,2.0,0.0,1651068019848381.0,0
9,-1.0,-1.0,0.0,0.0,-4.0,-2.0,1.0,-2.0,1651068019848381.0,0
10,-2.0,2.0,0.0,0.0,2.0,-2.0,-1.0,-3.0,1651068019849341.0,0
11,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,-2.0,1.0,1651068019849341.0,0
12,-1.0,-2.0,-3.0,-3.0,-2.0,-1.0,-1.0,0.0,1651068019870347.0,0
13,0.0,-2.0,1.0,-3.0,2.0,2.0,-1.0,-1.0,1651068019870347.0,0
14,-1.0,-1.0,-3.0,-3.0,-3.0,-2.0,2.0,1.0,1651068019871345.0,0
15,0.0,1.0,1.0,-1.0,0.0,-1.0,2.0,0.0,1651068019871345.0,0
16,-1.0,-1.0,-5.0,-3.0,1.0,-1.0,0.0,1.0,1651068019885291.0,0
17,-1.0,-1.0,-1.0,-1.0,-4.0,-3.0,-1.0,-1.0,1651068019885291.0,0
18,-1.0,0.0,0.0,1.0,-1.0,4.0,0.0,0.0,1651068019892393.0,0
19,1.0,-1.0,-2.0,0.0,5.0,4.0,1.0,0.0,1651068019892393.0,0
20,-1.0,-1.0,0.0,-2.0,-3.0,-2.0,-3.0,-2.0,1651068019908636.0,0
21,1.0,0.0,-4.0,-1.0,1.0,1.0,1.0,-2.0,1651068019908636.0,0
22,0.0,0.0,1.0,-2.0,-3.0,-5.0,-1.0,-4.0,1651068019908636.0,0
23,-1.0,1.0,4.0,2.0,2.0,0.0,-4.0,-2.0,1651068019908636.0,0
24,2.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1651068019930671.0,0
25,-1.0,-2.0,-3.0,1.0,1.0,-3.0,-1.0,-1.0,1651068019930671.0,0
26,-1.0,-2.0,0.0,1.0,5.0,3.0,2.0,-1.0,1651068019931658.0,0
27,-2.0,1.0,-2.0,-1.0,-5.0,-5.0,-2.0,0.0,1651068019931658.0,0
28,-1.0,0.0,0.0,-1.0,0.0,-2.0,-2.0,0.0,1651068019944691.0,0
29,0.0,1.0,-1.0,-2.0,-2.0,4.0,2.0,-1.0,1651068019944691.0,0
30,-1.0,1.0,10.0,3.0,-2.0,0.0,1.0,0.0,1651068019952662.0,0
31,-1.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,-1.0,1651068019952662.0,0
32,-1.0,0.0,0.0,0.0,-1.0,-2.0,-3.0,0.0,1651068019968269.0,0
33,1.0,1.0,-1.0,1.0,-1.0,-3.0,1.0,1.0,1651068019968269.0,0
34,1.0,-2.0,-6.0,-3.0,-2.0,-2.0,0.0,-2.0,1651068019969207.0,0
35,0.0,-1.0,-1.0,-2.0,-2.0,0.0,3.0,0.0,1651068019969207.0,0
36,0.0,0.0,-7.0,-1.0,1.0,2.0,-1.0,1.0,1651068019991171.0,0
37,1.0,1.0,8.0,1.0,1.0,-2.0,-2.0,1.0,1651068019991171.0,0
38,2.0,0.0,-3.0,0.0,-1.0,0.0,-1.0,0.0,1651068019991171.0,0
39,0.0,-2.0,-1.0,-1.0,-3.0,-2.0,-2.0,0.0,1651068019991171.0,0
40,-1.0,-2.0,-4.0,-2.0,4.0,3.0,-3.0,-2.0,1651068020013321.0,0
41,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,1651068020013321.0,0
42,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,1651068020014324.0,0
43,1.0,-1.0,-1.0,2.0,9.0,5.0,3.0,-1.0,1651068020014324.0,0
44,-2.0,1.0,3.0,0.0,-2.0,-1.0,2.0,-1.0,1651068020028351.0,0
45,-3.0,-1.0,-1.0,0.0,1.0,2.0,1.0,-1.0,1651068020028351.0,0
46,-2.0,-1.0,3.0,-2.0,0.0,-2.0,-4.0,-1.0,1651068020029308.0,0
47,-2.0,-1.0,-5.0,-1.0,-2.0,1.0,-1.0,0.0,1651068020029308.0,0
48,0.0,-1.0,-2.0,0.0,-3.0,-4.0,0.0,0.0,1651068020051101.0,0
49,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,-2.0,1651068020051101.0,0
50,-1.0,-1.0,-5.0,-2.0,-2.0,-1.0,0.0,-1.0,1651068020051620.0,0
51,-2.0,-1.0,-1.0,1.0,0.0,0.0,-2.0,-1.0,1651068020051620.0,0
52,0.0,-1.0,1.0,-2.0,0.0,1.0,1.0,1.0,1651068020073682.0,0
53,-1.0,0.0,4.0,0.0,-2.0,-1.0,-4.0,-5.0,1651068020073682.0,0
54,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1651068020073682.0,0
