EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
0.0,-1.0,-1.0,2.0,3.0,1.0,-1.0,-2.0,1651093981572468.0
-1.0,1.0,2.0,-2.0,4.0,-2.0,-1.0,-1.0,1651093981572468.0
0.0,0.0,1.0,-6.0,14.0,-1.0,-1.0,0.0,1651093981572468.0
-1.0,0.0,0.0,3.0,-2.0,3.0,-1.0,0.0,1651093981572468.0
-2.0,-1.0,-1.0,0.0,6.0,-2.0,0.0,0.0,1651093981573468.0
-2.0,1.0,1.0,3.0,-15.0,4.0,1.0,0.0,1651093981573468.0
1.0,1.0,1.0,1.0,-5.0,-1.0,-1.0,0.0,1651093981574506.0
0.0,0.0,-4.0,-3.0,-3.0,-2.0,1.0,1.0,1651093981574506.0
1.0,1.0,6.0,-3.0,-2.0,-6.0,-2.0,-2.0,1651093981579493.0
1.0,-2.0,-4.0,0.0,-8.0,0.0,-2.0,-1.0,1651093981579493.0
0.0,0.0,-1.0,-2.0,-15.0,0.0,0.0,-1.0,1651093981585440.0
-1.0,-2.0,0.0,-2.0,-3.0,0.0,-2.0,-1.0,1651093981585440.0
1.0,-1.0,1.0,3.0,2.0,1.0,1.0,1.0,1651093981600453.0
-1.0,-1.0,-2.0,-2.0,9.0,-2.0,-1.0,-3.0,1651093981600453.0
0.0,-2.0,-2.0,0.0,-5.0,0.0,-1.0,-1.0,1651093981608816.0
-1.0,1.0,1.0,-2.0,-16.0,-4.0,1.0,-1.0,1651093981608816.0
-1.0,-1.0,-2.0,-8.0,2.0,1.0,-2.0,-1.0,1651093981623822.0
0.0,-1.0,0.0,1.0,3.0,1.0,2.0,1.0,1651093981623822.0
-3.0,-2.0,-1.0,7.0,-2.0,1.0,0.0,0.0,1651093981639150.0
-1.0,-1.0,-1.0,-1.0,4.0,-3.0,0.0,-2.0,1651093981639150.0
-2.0,-3.0,-4.0,-2.0,-13.0,-3.0,-1.0,1.0,1651093981677939.0
