,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,0.0,8.0,-2.0,-8.0,-5.0,-3.0,-1.0,0.0,1651087139450244.0,0
1,1.0,-12.0,4.0,10.0,12.0,0.0,0.0,0.0,1651087139450244.0,0
2,-2.0,9.0,-4.0,-1.0,1.0,2.0,3.0,0.0,1651087139451068.0,0
3,-3.0,-14.0,3.0,0.0,-4.0,-2.0,-1.0,-2.0,1651087139451068.0,0
4,1.0,1.0,-4.0,1.0,10.0,8.0,0.0,1.0,1651087139464416.0,0
5,0.0,1.0,1.0,-5.0,-11.0,-7.0,-2.0,0.0,1651087139464416.0,0
6,0.0,0.0,0.0,-3.0,-1.0,-2.0,0.0,-2.0,1651087139480167.0,0
7,0.0,6.0,5.0,3.0,4.0,0.0,1.0,0.0,1651087139480167.0,0
8,-1.0,-2.0,-2.0,0.0,0.0,0.0,1.0,-2.0,1651087139487148.0,0
9,-1.0,1.0,-2.0,-7.0,-9.0,-2.0,-1.0,-3.0,1651087139487148.0,0
10,0.0,-6.0,1.0,3.0,-3.0,1.0,0.0,0.0,1651087139488113.0,0
11,-2.0,4.0,-3.0,-2.0,1.0,0.0,-1.0,-2.0,1651087139488113.0,0
12,0.0,-5.0,-2.0,0.0,2.0,1.0,1.0,0.0,1651087139510127.0,0
13,0.0,5.0,-4.0,-5.0,-4.0,-4.0,0.0,-1.0,1651087139510127.0,0
14,-1.0,-4.0,7.0,6.0,5.0,1.0,0.0,-2.0,1651087139511124.0,0
15,0.0,-4.0,6.0,1.0,1.0,1.0,0.0,-2.0,1651087139511124.0,0
16,-2.0,-1.0,-11.0,-1.0,2.0,1.0,2.0,-1.0,1651087139533225.0,0
17,0.0,6.0,1.0,-4.0,-9.0,-2.0,-2.0,0.0,1651087139533225.0,0
18,0.0,-5.0,-7.0,-4.0,-3.0,-1.0,0.0,0.0,1651087139533225.0,0
19,0.0,2.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1651087139533225.0,0
20,-1.0,-4.0,6.0,-2.0,-1.0,-2.0,-1.0,-3.0,1651087139548537.0,0
21,1.0,-3.0,-11.0,-3.0,-6.0,-6.0,-2.0,0.0,1651087139548537.0,0
22,-1.0,-4.0,-7.0,-9.0,-4.0,3.0,0.0,0.0,1651087139548537.0,0
23,-2.0,-1.0,0.0,8.0,13.0,5.0,3.0,0.0,1651087139548537.0,0
24,0.0,3.0,3.0,-3.0,-2.0,-3.0,0.0,0.0,1651087139571157.0,0
25,-2.0,-10.0,-7.0,-2.0,-1.0,3.0,0.0,0.0,1651087139571157.0,0
26,-1.0,-2.0,-4.0,-1.0,-4.0,-4.0,-2.0,-2.0,1651087139572157.0,0
27,-1.0,5.0,-1.0,-2.0,-3.0,0.0,-1.0,0.0,1651087139572157.0,0
28,-1.0,-2.0,-3.0,2.0,-2.0,-1.0,-2.0,0.0,1651087139592332.0,0
29,-2.0,2.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,1651087139592332.0,0
30,2.0,2.0,-1.0,3.0,-3.0,-4.0,-1.0,0.0,1651087139593201.0,0
31,0.0,-3.0,-7.0,-17.0,-4.0,4.0,-1.0,-1.0,1651087139593201.0,0
32,-2.0,2.0,13.0,7.0,7.0,1.0,1.0,-1.0,1651087139608668.0,0
33,-3.0,-2.0,12.0,3.0,4.0,0.0,1.0,1.0,1651087139608668.0,0
34,-1.0,3.0,2.0,-1.0,-4.0,-3.0,-4.0,-1.0,1651087139609072.0,0
35,1.0,4.0,4.0,0.0,-6.0,-3.0,-3.0,1.0,1651087139609072.0,0
36,-1.0,-5.0,-16.0,-5.0,-1.0,0.0,1.0,1.0,1651087139629841.0,0
37,1.0,2.0,1.0,-4.0,-10.0,-4.0,-5.0,-1.0,1651087139629841.0,0
