,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,0.0,1.0,3.0,-1.0,-5.0,-2.0,-3.0,-1.0,1651068713859508.0,0
1,-2.0,-1.0,-3.0,2.0,9.0,0.0,-1.0,-1.0,1651068713859508.0,0
2,1.0,2.0,0.0,1.0,-3.0,2.0,2.0,0.0,1651068713881517.0,0
3,0.0,1.0,-1.0,-1.0,2.0,1.0,-1.0,-2.0,1651068713881517.0,0
4,0.0,0.0,-4.0,-1.0,-2.0,-3.0,-1.0,0.0,1651068713882447.0,0
5,0.0,1.0,0.0,2.0,2.0,2.0,0.0,-1.0,1651068713882447.0,0
6,-1.0,-1.0,-3.0,0.0,0.0,0.0,-1.0,-1.0,1651068713896476.0,0
7,-2.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,1.0,1651068713896476.0,0
8,0.0,-3.0,-8.0,-1.0,-1.0,-1.0,0.0,0.0,1651068713897407.0,0
9,2.0,0.0,6.0,0.0,-1.0,-2.0,0.0,0.0,1651068713897407.0,0
10,-1.0,-1.0,2.0,0.0,-1.0,1.0,0.0,-1.0,1651068713919393.0,0
11,0.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,1651068713919393.0,0
12,-1.0,-1.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,1651068713919393.0,0
13,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,1651068713919393.0,0
14,0.0,-1.0,-2.0,-4.0,-3.0,0.0,0.0,-1.0,1651068713941954.0,0
15,0.0,0.0,4.0,-1.0,-5.0,-2.0,0.0,-3.0,1651068713941954.0,0
16,-1.0,0.0,1.0,-1.0,1.0,2.0,-1.0,1.0,1651068713941954.0,0
17,0.0,-2.0,-3.0,-1.0,-2.0,-2.0,0.0,-1.0,1651068713941954.0,0
18,-1.0,-3.0,-4.0,-1.0,-1.0,-1.0,-2.0,-1.0,1651068713955986.0,0
19,0.0,1.0,-2.0,-2.0,-10.0,-6.0,0.0,-2.0,1651068713955986.0,0
20,1.0,-1.0,0.0,1.0,10.0,1.0,1.0,-1.0,1651068713963956.0,0
21,-2.0,-2.0,-2.0,3.0,3.0,4.0,-1.0,1.0,1651068713963956.0,0
22,1.0,-2.0,-2.0,-3.0,3.0,-2.0,1.0,1.0,1651068713979247.0,0
23,1.0,0.0,1.0,-3.0,-2.0,2.0,-1.0,-1.0,1651068713979247.0,0
24,-2.0,0.0,1.0,0.0,-4.0,-2.0,1.0,0.0,1651068713979247.0,0
25,0.0,1.0,0.0,-2.0,-4.0,-1.0,0.0,-1.0,1651068713979247.0,0
26,0.0,2.0,2.0,0.0,-3.0,-2.0,-1.0,-2.0,1651068714001229.0,0
27,-1.0,-2.0,1.0,2.0,4.0,2.0,1.0,-2.0,1651068714001229.0,0
28,2.0,-1.0,-1.0,-1.0,-3.0,-3.0,0.0,-2.0,1651068714002159.0,0
29,1.0,-2.0,-9.0,-2.0,2.0,0.0,-1.0,-1.0,1651068714002159.0,0
30,-1.0,-1.0,4.0,-1.0,-5.0,-2.0,-3.0,1.0,1651068714016188.0,0
