EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,1651087829297198.0
-1.0,-1.0,-1.0,2.0,2.0,0.0,-1.0,0.0,1651087829297198.0
1.0,0.0,-5.0,-9.0,-4.0,-2.0,-1.0,-1.0,1651087829306296.0
1.0,1.0,5.0,11.0,6.0,1.0,1.0,-1.0,1651087829306296.0
-1.0,-1.0,0.0,0.0,2.0,-2.0,-1.0,0.0,1651087829309126.0
2.0,0.0,0.0,-3.0,3.0,2.0,0.0,-1.0,1651087829309126.0
-1.0,-1.0,2.0,0.0,-2.0,-3.0,-1.0,0.0,1651087829310157.0
0.0,1.0,-6.0,-6.0,-4.0,-1.0,-1.0,1.0,1651087829310157.0
-1.0,-1.0,4.0,2.0,-2.0,1.0,0.0,1.0,1651087829320444.0
0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.0,-1.0,1651087829320444.0
0.0,-2.0,1.0,1.0,-3.0,-2.0,-2.0,-4.0,1651087829326427.0
0.0,-1.0,3.0,2.0,4.0,-2.0,-2.0,-2.0,1651087829326427.0
-1.0,0.0,-2.0,-1.0,1.0,1.0,1.0,-2.0,1651087829334251.0
-4.0,-6.0,-6.0,-8.0,-7.0,-5.0,-3.0,-2.0,1651087829334251.0
-2.0,-1.0,-4.0,0.0,1.0,-1.0,-2.0,-1.0,1651087829356216.0
-3.0,-1.0,-2.0,-3.0,-6.0,-1.0,-2.0,-2.0,1651087829356216.0
-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,1.0,1651087829357180.0
-1.0,1.0,3.0,5.0,2.0,-1.0,-2.0,-1.0,1651087829357180.0
-1.0,-1.0,2.0,4.0,-2.0,0.0,-1.0,-1.0,1651087829371070.0
0.0,-2.0,-4.0,1.0,8.0,3.0,1.0,1.0,1651087829371070.0
1.0,1.0,-3.0,-3.0,-3.0,-4.0,-1.0,-1.0,1651087829380336.0
0.0,1.0,0.0,-1.0,1.0,-2.0,-2.0,-1.0,1651087829380336.0
-1.0,-2.0,-5.0,-6.0,-1.0,0.0,1.0,0.0,1651087829394234.0
-1.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,1651087829394234.0
1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1651087829433433.0
0.0,0.0,7.0,1.0,-1.0,-1.0,0.0,1.0,1651087829433433.0
-1.0,-2.0,-20.0,-6.0,1.0,-1.0,1.0,-1.0,1651087829434431.0
1.0,0.0,0.0,-1.0,-2.0,-1.0,-1.0,1.0,1651087829434431.0
0.0,-1.0,4.0,2.0,0.0,-1.0,-2.0,-2.0,1651087829435462.0
0.0,0.0,2.0,-1.0,3.0,0.0,-1.0,1.0,1651087829435462.0
0.0,1.0,5.0,2.0,-3.0,-1.0,-1.0,-1.0,1651087829438420.0
-1.0,-3.0,-6.0,-1.0,5.0,0.0,-1.0,0.0,1651087829438420.0
0.0,0.0,-1.0,-2.0,-3.0,-4.0,-1.0,0.0,1651087829445433.0
-1.0,3.0,-3.0,-6.0,-3.0,-2.0,-1.0,-1.0,1651087829445433.0
-1.0,0.0,7.0,9.0,8.0,3.0,0.0,1.0,1651087829452511.0
-1.0,-3.0,-1.0,-4.0,-4.0,0.0,-1.0,-3.0,1651087829452511.0
1.0,-1.0,2.0,-2.0,-4.0,0.0,0.0,-1.0,1651087829461386.0
0.0,0.0,1.0,2.0,2.0,2.0,-2.0,-1.0,1651087829461386.0
-1.0,1.0,-2.0,-1.0,-3.0,0.0,-1.0,0.0,1651087829475368.0
1.0,0.0,3.0,1.0,-1.0,-1.0,0.0,0.0,1651087829475368.0
-2.0,2.0,1.0,3.0,7.0,3.0,1.0,1.0,1651087829484298.0
-2.0,-3.0,0.0,-5.0,-6.0,-3.0,-1.0,-3.0,1651087829484298.0
