,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,1.0,1.0,-1.0,-3.0,0.0,-1.0,-2.0,0.0,1650847786194124.0,0
1,0.0,0.0,2.0,-1.0,-2.0,1.0,-1.0,-1.0,1650847786194124.0,0
2,0.0,-2.0,-5.0,3.0,5.0,2.0,0.0,-1.0,1650847786195054.0,0
3,-3.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1650847786195054.0,0
4,-1.0,0.0,2.0,-3.0,-2.0,-3.0,-2.0,-1.0,1650847786217852.0,0
5,0.0,-1.0,-2.0,-6.0,-2.0,-2.0,0.0,0.0,1650847786217852.0,0
6,0.0,2.0,3.0,9.0,0.0,0.0,0.0,-1.0,1650847786217852.0,0
7,0.0,-2.0,-3.0,-3.0,-2.0,-1.0,0.0,1.0,1650847786217852.0,0
8,1.0,0.0,2.0,12.0,3.0,1.0,0.0,-3.0,1650847786231884.0,0
9,0.0,1.0,-3.0,-1.0,5.0,1.0,-1.0,1.0,1650847786231884.0,0
10,-2.0,-4.0,-3.0,-11.0,-7.0,-2.0,-1.0,-1.0,1650847786232864.0,0
11,0.0,2.0,4.0,3.0,1.0,-2.0,-1.0,-1.0,1650847786232864.0,0
12,-1.0,-2.0,-1.0,-6.0,-3.0,-1.0,0.0,0.0,1650847786254017.0,0
13,-1.0,-2.0,-4.0,-2.0,0.0,0.0,-1.0,0.0,1650847786254017.0,0
14,0.0,-1.0,-6.0,-9.0,-6.0,-3.0,0.0,-1.0,1650847786254948.0,0
15,0.0,-1.0,2.0,6.0,3.0,-1.0,-2.0,1.0,1650847786254948.0,0
16,-1.0,0.0,2.0,-2.0,0.0,1.0,2.0,0.0,1650847786277126.0,0
17,-1.0,0.0,0.0,1.0,-2.0,-1.0,-1.0,-1.0,1650847786277126.0,0
18,-1.0,-2.0,-1.0,-3.0,1.0,0.0,1.0,-1.0,1650847786278094.0,0
19,0.0,0.0,3.0,0.0,-4.0,-1.0,-1.0,-1.0,1650847786278094.0,0
20,-1.0,0.0,1.0,5.0,2.0,-1.0,-1.0,-1.0,1650847786292091.0,0
21,-1.0,-2.0,5.0,2.0,1.0,0.0,-1.0,-1.0,1650847786292091.0,0
22,-1.0,0.0,-4.0,-7.0,-6.0,-1.0,-2.0,0.0,1650847786292091.0,0
23,0.0,-1.0,-4.0,-6.0,1.0,1.0,0.0,-1.0,1650847786292091.0,0
24,-1.0,0.0,-5.0,-4.0,-4.0,-2.0,-2.0,0.0,1650847786314096.0,0
25,-1.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1650847786314096.0,0
26,0.0,-4.0,2.0,2.0,0.0,-1.0,0.0,1.0,1650847786315088.0,0
27,0.0,-3.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,1650847786315088.0,0
28,-1.0,-1.0,1.0,1.0,0.0,-2.0,0.0,0.0,1650847786337416.0,0
29,-1.0,0.0,-3.0,-3.0,-1.0,-2.0,0.0,-1.0,1650847786337416.0,0
30,-1.0,3.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,1650847786338348.0,0
31,-1.0,-1.0,-2.0,-4.0,-3.0,-2.0,0.0,-3.0,1650847786338348.0,0
32,-2.0,-1.0,1.0,-2.0,0.0,-1.0,1.0,2.0,1650847786351817.0,0
33,-2.0,-2.0,4.0,10.0,2.0,1.0,0.0,2.0,1650847786351817.0,0
34,-1.0,-1.0,-1.0,-3.0,1.0,0.0,-1.0,1.0,1650847786352812.0,0
35,0.0,-1.0,-2.0,-11.0,-9.0,-3.0,-2.0,0.0,1650847786352812.0,0
36,1.0,1.0,2.0,9.0,8.0,4.0,1.0,0.0,1650847786373841.0,0
37,0.0,1.0,5.0,-1.0,-3.0,-1.0,-1.0,0.0,1650847786373841.0,0
38,0.0,1.0,-8.0,-6.0,-4.0,1.0,-2.0,1.0,1650847786374854.0,0
39,-2.0,-2.0,-5.0,-2.0,2.0,0.0,1.0,1.0,1650847786374854.0,0
40,-3.0,-3.0,-4.0,-5.0,-7.0,-1.0,-1.0,-2.0,1650847786397917.0,0
41,0.0,0.0,1.0,2.0,2.0,0.0,0.0,-2.0,1650847786397917.0,0
42,2.0,0.0,10.0,1.0,1.0,2.0,1.0,-1.0,1650847786397917.0,0
43,0.0,0.0,0.0,1.0,-2.0,-1.0,-1.0,0.0,1650847786397917.0,0
44,-1.0,-3.0,-7.0,-5.0,-2.0,-2.0,-1.0,-1.0,1650847786411930.0,0
45,0.0,-1.0,2.0,7.0,5.0,0.0,0.0,1.0,1650847786411930.0,0
46,-1.0,-1.0,-4.0,-6.0,-4.0,-2.0,0.0,0.0,1650847786412895.0,0
47,1.0,0.0,3.0,1.0,-5.0,-2.0,-1.0,0.0,1650847786412895.0,0
48,-1.0,0.0,-3.0,-3.0,-1.0,-1.0,1.0,0.0,1650847786433972.0,0
49,0.0,1.0,-2.0,-8.0,-6.0,-3.0,-2.0,-4.0,1650847786433972.0,0
50,0.0,1.0,0.0,-5.0,1.0,-2.0,1.0,-2.0,1650847786434902.0,0
51,0.0,-1.0,-1.0,9.0,1.0,-1.0,-2.0,1.0,1650847786434902.0,0
52,1.0,1.0,4.0,-1.0,-1.0,0.0,-1.0,-1.0,1650847786457051.0,0
53,-1.0,-2.0,-4.0,-3.0,-2.0,-2.0,-1.0,-1.0,1650847786457051.0,0
54,-1.0,2.0,2.0,0.0,-3.0,-1.0,-1.0,-1.0,1650847786458016.0,0
55,-1.0,-1.0,-6.0,-5.0,2.0,0.0,1.0,-2.0,1650847786458016.0,0
56,-1.0,-1.0,2.0,2.0,3.0,-2.0,-1.0,0.0,1650847786472145.0,0
57,-1.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,-1.0,1650847786472145.0,0
58,0.0,0.0,0.0,-2.0,-4.0,-1.0,-1.0,1.0,1650847786472145.0,0
59,0.0,-1.0,1.0,1.0,2.0,1.0,1.0,-2.0,1650847786472145.0,0
60,2.0,1.0,2.0,9.0,7.0,1.0,-2.0,1.0,1650847786493854.0,0
61,-1.0,-3.0,-8.0,-11.0,-9.0,-2.0,-1.0,-1.0,1650847786493854.0,0
62,-1.0,-1.0,-3.0,3.0,1.0,1.0,-1.0,-2.0,1650847786494790.0,0
63,-1.0,1.0,2.0,9.0,2.0,1.0,0.0,-1.0,1650847786494790.0,0
64,1.0,-1.0,0.0,-5.0,-6.0,-3.0,0.0,-2.0,1650847786517790.0,0
65,1.0,-1.0,-3.0,1.0,3.0,0.0,0.0,1.0,1650847786517790.0,0
66,1.0,-1.0,1.0,-3.0,-3.0,-2.0,-1.0,-2.0,1650847786517790.0,0
